0,14024,1,52.0
1,11866,15,37.0
2,12128,5,42.0
3,15360,1,16.0
4,17396,1,32.0
6,15369,1,27.0
7,15423,2,32.0
8,21660,1,32.0
9,17951,1,37.0
10,15891,1,37.0
11,12171,4,37.0
12,18248,1,47.0
13,15291,1,52.0
14,18147,1,27.0
15,12154,1,47.0
16,14108,1,32.0
17,16574,9,37.0
18,15244,8,37.0
20,20917,1,42.0
21,16367,1,52.0
22,14669,3,27.0
23,21413,5,37.0
24,15895,1,42.0
25,17360,6,52.0
26,20803,1,47.0
27,13884,1,47.0
28,12640,1,42.0
29,16082,1,47.0
31,12759,1,21.0
33,23482,1,42.0
34,14201,8,37.0
36,15674,1,42.0
37,17176,1,32.0
39,20691,1,42.0
40,13372,15,32.0
41,15890,1,32.0
42,16010,1,42.0
43,13555,2,27.0
44,17733,1,47.0
45,15693,1,47.0
46,16465,20,52.0
47,15501,1,32.0
48,15810,5,62.0
49,16264,1,42.0
50,24831,1,47.0
51,19195,1,27.0
52,11663,5,27.0
53,15416,8,32.0
54,23653,1,37.0
55,24623,1,32.0
56,12347,3,27.0
57,13555,1,32.0
58,16371,1,27.0
59,15003,2,27.0
60,13564,1,32.0
61,13686,3,27.0
62,19353,1,42.0
63,17404,1,32.0
64,13690,3,37.0
65,13124,5,47.0
66,12875,9,52.0
67,13942,1,21.0
68,18656,1,47.0
69,12775,2,32.0
71,17256,1,42.0
74,21265,1,27.0
75,13533,2,37.0
76,16979,2,37.0
78,16110,1,37.0
79,20291,1,52.0
80,27510,1,52.0
81,15810,2,32.0
82,17382,1,52.0
84,14228,5,27.0
85,18714,2,52.0
86,25969,1,32.0
89,16543,1,32.0
90,12882,1,42.0
91,16233,1,42.0
92,16195,5,47.0
93,12046,2,52.0
94,19823,1,42.0
96,17689,7,52.0
97,24315,1,37.0
98,17135,1,42.0
99,20630,2,37.0
101,15557,1,21.0
102,17873,1,47.0
103,13631,5,32.0
104,18419,7,47.0
105,21767,3,27.0
106,21656,4,21.0
107,14506,1,47.0
108,13876,1,27.0
110,14736,1,21.0
111,13260,1,32.0
113,17784,1,37.0
114,15544,14,42.0
115,19913,1,37.0
116,15338,1,57.0
117,20450,4,42.0
120,23828,3,32.0
121,15983,6,32.0
122,14599,6,32.0
123,16434,1,47.0
124,14871,2,47.0
125,13141,2,37.0
126,14530,1,32.0
127,16253,2,57.0
128,15812,3,21.0
129,14643,5,47.0
130,12437,1,32.0
131,15975,1,32.0
132,16783,16,52.0
133,13991,1,27.0
134,13921,1,52.0
137,15069,11,37.0
138,21384,1,42.0
139,19191,1,62.0
140,15518,9,42.0
141,15511,2,47.0
142,18485,3,37.0
143,13760,1,21.0
144,18560,1,37.0
145,14156,7,32.0
147,14753,1,21.0
148,17874,3,52.0
149,10743,1,42.0
152,13116,2,21.0
153,20422,2,47.0
154,21650,2,32.0
155,15521,1,27.0
157,12585,18,47.0
159,21364,1,27.0
160,8323,1,32.0
161,14970,2,27.0
162,16466,5,37.0
163,15674,1,42.0
165,16424,2,32.0
166,14532,1,42.0
167,23355,1,62.0
168,16351,3,42.0
169,13593,1,27.0
170,14269,8,32.0
171,15335,3,52.0
172,10675,16,37.0
173,17448,1,42.0
174,24045,1,47.0
175,23328,1,27.0
176,15593,2,42.0
181,17386,7,47.0
182,14905,1,52.0
183,20160,1,67.0
184,16369,1,27.0
185,16214,8,42.0
187,15838,4,47.0
188,22544,1,21.0
189,9927,6,57.0
190,13643,4,32.0
191,20837,1,42.0
192,17554,3,42.0
193,17835,3,42.0
194,13983,4,27.0
195,19058,1,21.0
196,18247,1,42.0
197,14751,6,37.0
198,15674,6,42.0
199,15578,1,47.0
202,16138,11,52.0
204,22041,1,42.0
205,11508,5,42.0
206,14990,2,52.0
207,9850,17,47.0
208,15655,2,37.0
210,15216,2,37.0
212,14436,4,42.0
213,17537,1,32.0
214,15295,3,27.0
215,17542,2,52.0
216,22830,1,21.0
217,19699,6,32.0
218,20255,1,37.0
220,18619,1,27.0
221,20736,4,42.0
222,16959,2,37.0
223,11663,1,32.0
224,16822,2,42.0
225,16667,1,47.0
226,19693,1,47.0
228,14267,2,27.0
229,19549,7,37.0
230,17315,1,27.0
231,13620,6,21.0
232,11660,1,21.0
233,16791,2,42.0
234,18302,1,16.0
235,22415,1,27.0
236,17279,7,52.0
237,17029,3,47.0
238,18098,1,52.0
239,17883,1,42.0
240,14345,3,37.0
241,16019,1,32.0
242,16611,1,52.0
243,12913,1,52.0
244,17074,1,37.0
245,15879,1,21.0
246,14335,4,27.0
247,14345,8,37.0
248,17830,2,42.0
249,15479,5,27.0
250,15134,1,27.0
252,15264,1,42.0
254,17506,1,32.0
255,19844,1,21.0
256,18590,1,42.0
257,16438,2,42.0
258,13810,9,52.0
259,16740,7,42.0
260,20253,3,21.0
261,22483,2,52.0
262,17428,1,47.0
263,17506,1,21.0
264,18392,1,32.0
265,14986,2,37.0
266,16516,2,62.0
267,15674,1,42.0
268,21757,1,16.0
269,12640,1,27.0
270,15450,6,47.0
272,14461,2,32.0
274,14666,3,21.0
275,6798,2,62.0
276,17663,1,52.0
277,18346,1,52.0
278,11888,1,37.0
280,15640,2,52.0
281,15737,1,32.0
282,12596,7,37.0
283,18052,1,21.0
284,17856,3,37.0
285,18477,1,52.0
286,15438,5,57.0
287,12651,1,42.0
288,12355,1,37.0
289,15645,1,37.0
290,17053,2,57.0
291,16807,6,52.0
293,16471,1,21.0
294,17518,1,52.0
295,19033,1,32.0
296,14429,3,42.0
298,15777,1,37.0
299,18790,3,52.0
301,16985,1,32.0
303,18077,2,52.0
304,19319,1,27.0
305,14887,1,21.0
306,16603,1,37.0
307,13635,2,21.0
308,16600,1,37.0
309,15170,1,37.0
310,17110,2,21.0
312,15413,1,27.0
313,22291,1,42.0
314,11495,1,42.0
315,13235,25,27.0
316,19715,2,42.0
317,16909,4,42.0
318,17252,1,37.0
319,12329,5,42.0
320,15292,1,37.0
321,13196,4,42.0
322,15080,17,37.0
326,21479,1,42.0
327,18730,3,37.0
328,23544,3,32.0
329,16336,1,37.0
330,17187,1,21.0
331,14825,35,21.0
332,15889,37,42.0
333,11198,2,32.0
334,13817,2,37.0
335,18218,6,42.0
336,19322,2,47.0
337,12114,3,42.0
339,15632,1,32.0
341,13744,2,37.0
342,13710,6,57.0
343,11893,4,27.0
344,16219,6,32.0
345,14836,7,32.0
346,17682,1,27.0
347,19914,4,52.0
348,24759,4,21.0
349,15043,14,32.0
350,13324,3,37.0
352,15014,1,37.0
353,26521,6,21.0
354,13221,1,57.0
355,17819,4,47.0
356,17465,1,37.0
357,13738,3,37.0
358,13270,2,57.0
359,13775,10,37.0
360,17576,1,32.0
362,16476,1,27.0
363,16120,2,37.0
364,13812,5,37.0
367,15810,2,32.0
368,16962,1,42.0
369,14352,1,32.0
370,17718,1,37.0
371,14058,4,47.0
372,22804,2,37.0
373,19301,1,57.0
375,15082,7,32.0
376,12256,1,27.0
377,12285,1,62.0
378,19927,1,32.0
379,18377,10,57.0
380,23626,1,32.0
381,17595,2,37.0
382,19577,1,47.0
383,16865,6,27.0
384,9770,82,52.0
387,9598,21,47.0
389,18260,1,27.0
391,15810,1,32.0
393,13914,2,42.0
394,14402,12,67.0
396,11968,1,47.0
397,14943,1,42.0
398,13237,2,21.0
399,17713,2,32.0
400,21157,1,52.0
401,17652,2,32.0
403,16058,2,37.0
404,12942,3,42.0
405,14801,3,21.0
406,21613,1,37.0
407,14565,1,37.0
408,16402,1,42.0
409,23819,2,27.0
410,13340,14,27.0
411,16826,2,42.0
412,15567,3,47.0
413,23156,1,42.0
414,14355,2,47.0
415,12032,5,52.0
416,18632,3,47.0
417,15850,1,27.0
418,13702,1,32.0
419,12867,13,32.0
420,17793,5,42.0
421,17553,14,52.0
422,14378,1,32.0
423,14290,2,57.0
424,18511,7,27.0
425,19623,4,62.0
426,20039,4,32.0
428,13996,5,47.0
430,15059,1,37.0
431,15292,1,27.0
432,14948,8,37.0
433,12498,1,27.0
434,14611,3,27.0
435,14380,1,47.0
436,14857,1,57.0
437,13220,3,42.0
438,14090,3,37.0
439,19499,2,16.0
440,23831,1,57.0
441,16166,1,21.0
442,12428,17,52.0
443,12404,16,32.0
444,14485,1,47.0
445,13885,2,32.0
446,21171,1,52.0
447,17037,1,21.0
448,15013,1,47.0
449,19341,2,32.0
450,15838,1,47.0
451,13418,3,21.0
452,15233,1,21.0
453,17781,1,27.0
454,12913,1,37.0
455,20477,3,42.0
456,13002,4,32.0
457,15031,1,32.0
459,13902,1,32.0
460,16628,1,42.0
461,12883,9,47.0
462,15591,1,42.0
463,18368,10,47.0
464,11815,1,42.0
465,15499,1,27.0
467,11891,1,37.0
468,14975,4,47.0
469,11719,2,27.0
470,15319,1,57.0
473,14426,1,27.0
474,16048,2,57.0
475,15452,6,57.0
476,14292,22,57.0
477,13815,2,47.0
478,17552,3,37.0
479,12559,1,37.0
480,16763,1,42.0
481,16333,9,57.0
482,12483,9,37.0
483,15509,22,32.0
484,13854,1,27.0
485,20486,1,32.0
486,11204,31,32.0
487,13759,2,52.0
488,14191,1,32.0
489,16370,4,42.0
490,9925,3,32.0
491,19192,1,32.0
492,13186,2,37.0
493,15416,1,32.0
494,18311,3,47.0
495,16386,3,37.0
497,12634,3,42.0
498,11760,1,21.0
499,21956,1,32.0
500,14684,3,37.0
501,13468,1,37.0
503,23344,2,32.0
505,15080,1,47.0
506,16099,1,52.0
507,19673,7,32.0
508,12262,1,47.0
510,15919,9,27.0
512,15851,2,42.0
514,18189,2,37.0
515,16169,12,52.0
517,11639,3,42.0
518,16671,2,52.0
520,14750,1,21.0
521,15929,4,27.0
522,20371,1,47.0
523,15809,2,37.0
524,16452,1,37.0
525,16225,1,27.0
527,21716,1,42.0
528,13961,2,37.0
529,11711,2,37.0
530,13611,4,21.0
531,18313,5,47.0
532,21749,1,42.0
533,14033,2,62.0
534,15569,1,21.0
535,17625,1,37.0
536,21349,3,32.0
537,18044,1,21.0
538,19259,1,52.0
539,12531,3,37.0
540,17758,2,32.0
541,12761,1,57.0
542,23153,1,47.0
543,15417,2,37.0
544,14337,1,42.0
546,24526,1,27.0
548,13040,4,27.0
549,16465,18,52.0
550,17464,1,27.0
551,12892,21,37.0
553,18909,1,21.0
554,15768,3,42.0
555,13962,3,42.0
556,18026,1,42.0
557,14995,6,37.0
560,15007,1,37.0
561,18666,1,21.0
562,20347,1,37.0
563,13822,1,32.0
564,12417,7,27.0
567,17217,1,21.0
569,14876,1,21.0
570,19358,1,21.0
571,14970,1,27.0
572,16827,1,32.0
573,17942,5,47.0
574,16051,2,32.0
575,12578,1,42.0
576,19690,1,27.0
577,15008,16,52.0
578,16514,1,32.0
579,15838,1,47.0
580,13916,5,57.0
581,13812,2,37.0
582,17956,1,32.0
583,18017,5,42.0
584,15585,1,32.0
585,13333,1,57.0
586,20840,5,27.0
587,16223,1,37.0
588,20638,4,32.0
589,21049,6,37.0
590,13871,3,21.0
591,14285,3,21.0
592,15549,5,47.0
593,17081,4,27.0
594,11720,5,47.0
595,13095,1,37.0
596,13925,1,37.0
597,16396,1,27.0
598,20676,1,42.0
601,17707,2,32.0
602,17092,1,37.0
603,15732,3,37.0
604,24608,2,27.0
606,15642,4,37.0
607,15956,1,27.0
608,18611,1,52.0
609,15437,4,37.0
610,14801,14,37.0
611,14446,1,42.0
612,14958,1,47.0
613,17161,15,37.0
614,17992,1,21.0
615,16086,4,42.0
616,20639,1,37.0
618,15023,2,47.0
619,17054,1,27.0
620,13716,1,57.0
622,21170,1,37.0
623,13316,1,21.0
624,12767,3,37.0
625,13105,1,32.0
626,17892,1,37.0
627,22248,1,52.0
628,17645,7,32.0
629,11091,4,27.0
630,17274,3,42.0
631,22167,1,16.0
632,11748,2,42.0
633,21582,1,42.0
634,13920,4,37.0
635,18926,5,52.0
636,14948,1,32.0
637,11939,1,47.0
638,14172,7,47.0
641,14012,1,42.0
642,13989,4,32.0
644,14913,1,52.0
645,14737,7,32.0
647,18326,1,42.0
648,11407,1,27.0
649,17057,17,37.0
650,15166,3,27.0
651,14628,1,57.0
653,12375,11,37.0
654,15645,12,37.0
655,14086,1,21.0
656,12845,2,42.0
657,12557,5,32.0
658,14100,1,37.0
659,13124,2,27.0
660,14235,1,27.0
661,19997,5,52.0
662,14423,1,27.0
664,17237,3,37.0
665,16369,2,42.0
666,14423,1,32.0
669,10450,5,42.0
670,15517,2,57.0
671,14540,4,32.0
672,14896,1,27.0
673,13252,5,47.0
674,15372,3,42.0
675,14086,1,32.0
676,10173,7,37.0
677,11496,6,42.0
678,17412,1,47.0
680,18213,1,16.0
681,16316,6,47.0
682,17283,1,47.0
683,16069,1,42.0
684,13012,5,37.0
685,16390,1,21.0
686,16071,1,42.0
687,10539,8,27.0
688,13521,1,57.0
689,11589,1,37.0
690,16115,4,52.0
691,14996,2,27.0
692,17682,3,21.0
693,14670,1,47.0
694,18646,1,27.0
695,12564,1,27.0
696,21178,1,27.0
698,11644,1,37.0
699,10534,22,27.0
701,13830,2,32.0
702,17116,2,32.0
704,14414,2,37.0
705,13392,4,27.0
706,12540,1,37.0
708,14733,8,42.0
709,14931,2,37.0
710,13883,1,21.0
711,14869,5,27.0
712,18356,2,37.0
714,16296,1,21.0
715,13990,1,21.0
717,16165,1,52.0
718,12148,1,32.0
719,14909,3,47.0
720,18695,1,27.0
721,15159,22,57.0
722,21323,4,32.0
723,15554,1,52.0
724,18164,7,47.0
727,14213,1,42.0
728,13835,1,42.0
729,14445,1,37.0
730,14158,1,52.0
731,13995,1,21.0
733,14052,2,21.0
734,15697,5,37.0
735,12767,1,37.0
736,12329,5,42.0
737,13988,3,32.0
738,16707,5,37.0
740,14538,5,42.0
741,23502,1,32.0
744,14887,3,27.0
745,18043,3,42.0
746,18679,1,32.0
747,14818,1,27.0
748,16996,7,37.0
749,15857,1,32.0
751,14325,23,42.0
752,14544,2,27.0
754,17793,9,42.0
755,19185,1,67.0
758,17458,3,47.0
759,12900,1,42.0
760,16413,1,57.0
761,17119,2,37.0
763,16057,3,27.0
764,14804,1,47.0
765,12057,2,42.0
766,18366,2,32.0
767,13416,3,27.0
768,0,1,
770,16408,14,47.0
771,19279,2,32.0
772,19885,1,42.0
773,15714,5,37.0
774,23333,1,62.0
775,14616,6,27.0
776,13140,4,37.0
777,14854,3,52.0
778,12032,1,42.0
779,16262,2,21.0
780,20057,2,47.0
781,21672,1,21.0
782,17338,1,27.0
783,14944,16,32.0
785,17562,1,37.0
786,20474,3,32.0
787,15167,6,37.0
788,20525,4,27.0
789,18465,1,27.0
790,16877,5,57.0
791,14845,1,21.0
792,13320,4,27.0
793,14868,1,32.0
794,18034,7,32.0
795,14592,9,37.0
797,9839,15,37.0
798,16695,5,32.0
799,16904,5,42.0
800,13036,2,37.0
801,12701,4,27.0
802,19747,1,47.0
803,12918,6,52.0
804,13713,5,21.0
805,13322,9,37.0
806,21871,3,32.0
807,20616,3,37.0
808,16357,1,32.0
809,21760,1,37.0
810,15567,1,42.0
811,11333,3,37.0
812,15300,1,47.0
813,11703,1,37.0
814,13334,2,27.0
815,13789,6,42.0
816,17445,1,42.0
818,20320,2,27.0
819,17752,1,52.0
820,17517,4,42.0
821,17357,6,42.0
822,12628,8,47.0
823,16344,1,52.0
824,16646,4,62.0
825,12167,2,32.0
826,10792,1,32.0
827,13745,1,52.0
828,12332,1,42.0
829,18418,1,37.0
830,13973,1,42.0
831,20189,1,21.0
832,12665,3,37.0
833,23191,1,27.0
834,21331,3,57.0
835,16846,1,42.0
836,16582,1,27.0
837,16370,1,32.0
838,14233,1,27.0
839,17316,1,27.0
840,15684,2,21.0
841,15653,5,52.0
844,17138,2,27.0
846,21711,2,67.0
847,15904,1,57.0
848,13191,1,52.0
849,19389,1,27.0
850,15465,1,37.0
851,24180,1,47.0
852,15889,3,52.0
853,18616,1,21.0
854,16468,3,32.0
855,11699,2,27.0
857,19321,4,37.0
858,15731,3,42.0
859,19448,1,57.0
860,15987,1,21.0
861,12221,5,62.0
862,17315,8,32.0
863,18622,1,47.0
864,15947,2,57.0
865,17819,2,37.0
866,13133,1,21.0
867,13659,1,37.0
868,20881,1,47.0
869,16166,1,21.0
870,16170,7,32.0
871,18579,1,27.0
872,23844,1,42.0
873,13028,4,47.0
874,11229,14,47.0
875,13885,2,32.0
876,13299,1,42.0
877,18066,1,27.0
878,20689,4,37.0
879,15810,1,32.0
880,13785,1,42.0
881,15505,1,52.0
882,16531,7,37.0
883,20658,3,37.0
884,14554,1,37.0
885,15014,4,37.0
886,12952,8,27.0
887,14366,1,37.0
888,14651,1,27.0
891,16681,3,42.0
892,15587,2,37.0
893,21203,1,62.0
894,13647,3,52.0
895,15714,1,42.0
896,14725,2,37.0
898,18150,15,42.0
899,15752,3,27.0
900,13686,3,42.0
903,13493,3,32.0
904,16244,2,47.0
905,17683,1,47.0
906,13780,1,21.0
907,11089,1,27.0
908,14124,6,52.0
909,13032,1,42.0
913,19274,1,27.0
914,18566,1,32.0
915,16998,2,47.0
916,21922,1,27.0
917,15641,3,37.0
918,13223,9,47.0
919,19358,3,42.0
920,14091,4,32.0
921,15699,1,37.0
923,18084,1,57.0
924,12776,7,52.0
925,12595,1,37.0
926,20071,15,52.0
927,14687,6,27.0
928,11493,11,42.0
929,14699,1,27.0
930,15551,1,42.0
931,20769,3,57.0
932,12888,2,21.0
933,13251,20,42.0
934,17418,1,37.0
936,15006,11,42.0
937,16115,1,52.0
938,23290,1,32.0
939,24241,1,57.0
940,14597,2,47.0
941,13605,8,42.0
942,19138,2,21.0
943,12470,1,52.0
944,21528,1,37.0
945,21092,1,37.0
946,10909,1,21.0
947,14420,1,27.0
948,19875,3,52.0
949,17682,1,21.0
950,18065,7,42.0
951,15691,2,32.0
952,12413,1,47.0
953,20383,5,27.0
954,15645,1,37.0
956,12776,3,57.0
957,21813,10,52.0
958,16286,1,42.0
959,13841,2,37.0
960,15305,2,21.0
961,15513,1,37.0
963,22696,1,32.0
964,15734,3,21.0
965,11850,5,47.0
966,13914,9,47.0
967,16335,4,42.0
968,15561,1,37.0
970,18105,1,52.0
971,22479,1,32.0
972,17627,2,27.0
973,19744,2,21.0
974,16134,1,32.0
975,16336,1,32.0
976,17977,3,37.0
977,15826,9,52.0
978,19004,1,27.0
979,18741,1,32.0
980,18545,1,42.0
982,13132,3,57.0
984,15174,7,21.0
985,16971,1,32.0
986,13627,2,27.0
987,23167,1,42.0
988,14537,2,21.0
989,14903,2,37.0
990,19997,2,21.0
991,11111,6,47.0
992,15839,2,21.0
993,12410,1,32.0
994,12486,1,37.0
995,20091,1,52.0
996,20724,2,42.0
997,18218,1,27.0
998,19713,1,27.0
999,20830,1,42.0
1000,19251,2,47.0
1001,24887,1,27.0
1005,18074,2,47.0
1006,18548,1,74.5
1007,14941,8,52.0
1008,14129,1,32.0
1009,17690,12,27.0
1011,19049,3,37.0
1012,15814,1,47.0
1013,12772,3,27.0
1014,16839,3,42.0
1015,24045,1,52.0
1016,21539,1,32.0
1017,19673,4,47.0
1018,18017,2,32.0
1019,18638,2,21.0
1020,13122,7,32.0
1021,17870,2,37.0
1022,12250,1,42.0
1023,17376,1,42.0
1024,14896,12,47.0
1025,18982,2,37.0
1026,12254,9,47.0
1027,15114,4,52.0
1028,15101,14,32.0
1029,17792,1,37.0
1030,15060,4,37.0
1031,15656,1,57.0
1032,15706,1,52.0
1033,13147,1,32.0
1034,17750,1,37.0
1036,19452,2,37.0
1037,22880,1,62.0
1038,21977,1,52.0
1039,15271,1,27.0
1041,12374,7,37.0
1042,16050,1,52.0
1043,18175,1,21.0
1044,16115,1,52.0
1045,14904,2,32.0
1046,15417,1,47.0
1047,10969,1,32.0
1048,21855,5,32.0
1049,15447,7,42.0
1050,16397,2,27.0
1051,17630,2,32.0
1052,20230,1,47.0
1053,11692,8,47.0
1054,16396,3,42.0
1057,12749,7,57.0
1058,12819,1,32.0
1059,16216,1,32.0
1061,12144,1,42.0
1064,10836,1,47.0
1065,20457,1,47.0
