runnerId,allTimeAvg,noRaces,category,resultTime
412,15984,2,47.0,15151
413,15674,0,42.0,23156
414,15838,1,47.0,14355
425,16771,3,62.0,19623
435,15838,0,47.0,14380
436,16152,0,57.0,14857
439,19289,1,16.0,19499
444,15838,0,47.0,14485
448,15838,0,47.0,15013
451,13258,2,21.0,13579
454,15645,0,37.0,12913
456,15810,3,32.0,13002
457,15810,0,32.0,15031
467,15645,0,37.0,11891
469,15919,1,27.0,11719
475,16152,5,57.0,15452
478,18267,2,37.0,16838
479,15645,0,37.0,12559
485,15810,0,32.0,20486
488,15810,0,32.0,14191
490,15810,2,32.0,9925
491,15810,0,32.0,19192
493,15810,0,32.0,15416
494,15838,2,47.0,18554
508,15838,0,47.0,12262
518,16115,1,52.0,16671
520,16166,0,21.0,14750
523,16401,1,37.0,15218
524,15645,0,37.0,16452
525,15919,0,27.0,16225
534,16166,0,21.0,15569
535,15645,0,37.0,17625
536,15810,2,32.0,21349
537,16166,0,21.0,18044
538,16115,0,52.0,19259
539,15645,2,37.0,12531
540,15810,1,32.0,17758
542,15838,0,47.0,23153
544,15674,0,42.0,14337
553,16166,0,21.0,18909
556,15674,0,42.0,18026
560,15645,0,37.0,15007
567,16166,0,21.0,17217
570,16166,0,21.0,19358
573,15838,4,47.0,17942
574,15810,1,32.0,16051
575,15674,0,42.0,12578
577,14884,15,52.0,15504
578,15810,0,32.0,16514
580,16152,4,57.0,13916
584,15810,0,32.0,15585
585,16152,0,57.0,13333
587,15645,0,37.0,16223
591,16166,2,21.0,14285
598,15674,0,42.0,20676
601,15810,1,32.0,17707
602,15645,0,37.0,17092
604,15919,1,27.0,24608
607,15919,0,27.0,15956
608,16115,0,52.0,18611
612,15838,0,47.0,14958
614,16166,0,21.0,17992
616,15645,0,37.0,20639
618,15838,1,47.0,15023
623,16166,0,21.0,13316
625,15810,0,32.0,13105
627,16115,0,52.0,22248
630,15674,2,42.0,17274
633,15674,0,42.0,21582
635,18419,4,52.0,19941
638,14823,6,47.0,12869
641,15674,0,42.0,14012
644,16115,0,52.0,14913
647,15674,0,42.0,18326
656,15674,1,42.0,12845
670,16152,1,57.0,15517
673,13220,4,47.0,13316
675,15810,0,32.0,14086
678,15838,0,47.0,17412
681,15838,5,47.0,16316
682,15838,0,47.0,17283
683,15674,0,42.0,16069
685,16166,0,21.0,16390
686,15674,0,42.0,16071
688,16152,0,57.0,13521
693,15838,0,47.0,14670
695,15919,0,27.0,12564
696,15919,0,27.0,21178
698,15645,0,37.0,11644
701,15810,1,32.0,13830
702,15810,1,32.0,17116
709,15645,1,37.0,14931
715,16166,0,21.0,13990
717,16115,0,52.0,16165
719,15838,2,47.0,14909
723,16115,0,52.0,15554
728,15674,0,42.0,13835
729,15645,0,37.0,14445
730,16115,0,52.0,14158
735,15645,0,37.0,12767
740,13767,4,42.0,16081
745,15674,2,42.0,18043
746,15810,0,32.0,18679
747,15919,0,27.0,14818
754,15674,8,42.0,17793
759,15674,0,42.0,12900
760,16152,0,57.0,16413
764,15838,0,47.0,14804
766,15810,1,32.0,18366
774,16771,0,62.0,23333
778,15674,0,42.0,12032
779,16166,1,21.0,16262
780,18316,1,47.0,21799
782,15919,0,27.0,17338
785,15645,0,37.0,17562
786,15810,2,32.0,20474
789,15919,0,27.0,18465
790,16152,4,57.0,16877
795,14375,8,37.0,14810
800,15645,1,37.0,13036
802,15838,0,47.0,19747
805,13894,8,37.0,12751
807,15645,2,37.0,20616
812,15838,0,47.0,15300
816,15674,0,42.0,17445
826,15810,0,32.0,10792
827,16115,0,52.0,13745
830,15674,0,42.0,13973
831,16166,0,21.0,20189
834,16152,2,57.0,21331
836,15919,0,27.0,16582
838,15919,0,27.0,14233
839,15919,0,27.0,17316
844,16193,1,27.0,18083
853,16166,0,21.0,18616
857,15645,3,37.0,19321
859,16152,0,57.0,19448
860,16166,0,21.0,15987
866,16166,0,21.0,13133
868,15838,0,47.0,20881
871,15919,0,27.0,18579
873,15838,3,47.0,13028
877,15919,0,27.0,18066
880,15674,0,42.0,13785
881,16115,0,52.0,15505
883,15645,2,37.0,20658
887,15645,0,37.0,14366
891,15674,2,42.0,16681
895,15674,0,42.0,15714
908,16115,5,52.0,14124
913,15919,0,27.0,19274
914,15810,0,32.0,18566
915,15838,1,47.0,16998
916,15919,0,27.0,21922
923,16152,0,57.0,18084
925,15645,0,37.0,12595
929,15919,0,27.0,14699
930,15674,0,42.0,15551
934,15645,0,37.0,17418
938,15810,0,32.0,23290
940,15838,1,47.0,14597
942,16166,1,21.0,19138
943,16115,0,52.0,12470
944,15645,0,37.0,21528
945,15645,0,37.0,21092
946,16166,0,21.0,10909
948,16115,2,52.0,19875
949,16166,0,21.0,17682
951,15810,1,32.0,15691
953,15919,4,27.0,20383
957,16115,9,52.0,21813
958,15674,0,42.0,16286
959,15645,1,37.0,13841
963,15810,0,32.0,22696
964,16166,2,21.0,15734
965,15838,4,47.0,11850
968,15645,0,37.0,15561
970,16115,0,52.0,18105
978,15919,0,27.0,19004
979,15810,0,32.0,18741
980,15674,0,42.0,18545
994,15645,0,37.0,12486
995,16115,0,52.0,20091
997,15919,0,27.0,18218
1005,15838,1,47.0,18074
1008,15810,0,32.0,14129
1012,15838,0,47.0,15814
1015,16115,0,52.0,24045
1021,15645,1,37.0,17870
1023,15674,0,42.0,17376
1025,15645,1,37.0,18982
1029,15645,0,37.0,17792
1034,15645,0,37.0,17750
1039,15919,0,27.0,15271
1041,15645,6,37.0,12374
1043,16166,0,21.0,18175
1049,16067,6,42.0,14827
1051,15810,1,32.0,17630
1054,15674,2,42.0,16396
1057,16152,6,57.0,12749
1059,15810,0,32.0,16216
1061,15674,0,42.0,12144
1064,15838,0,47.0,10836
1071,15674,0,42.0,17462
1073,15919,0,27.0,20282
1074,15810,1,32.0,15891
1078,15810,1,32.0,13346
1081,15810,1,32.0,16649
1084,15919,0,27.0,16065
1086,16152,1,57.0,18760
1091,15919,1,27.0,15420
1095,15674,0,42.0,18447
1098,15919,0,27.0,13521
1100,16166,0,21.0,17785
1109,15810,0,32.0,10750
1112,11788,5,42.0,13741
1113,15674,3,42.0,16280
1114,16166,0,21.0,13160
1117,15674,0,42.0,21220
1119,15645,0,37.0,16909
1121,21479,5,37.0,22954
1124,19289,0,16.0,14177
1125,14859,8,47.0,19169
1127,15674,0,42.0,13185
1128,15919,1,27.0,14368
1131,15908,8,52.0,13134
1132,12805,6,52.0,14521
1134,16260,5,52.0,15756
1142,16115,1,52.0,14955
1148,15919,2,27.0,25658
1149,15810,0,32.0,17899
1150,16166,0,21.0,22041
1151,15810,0,32.0,12205
1153,15838,0,47.0,17523
1164,16115,0,52.0,14423
1165,15810,6,32.0,12536
1166,15810,0,32.0,13190
1171,15810,0,32.0,18639
1173,15645,0,37.0,19892
1178,19289,0,16.0,16164
1180,16771,0,62.0,20906
1185,15645,0,37.0,17542
1189,15674,1,42.0,18720
1195,15919,0,27.0,15354
1198,15919,0,27.0,13023
1200,15674,3,42.0,14416
1202,15838,3,47.0,10574
1204,15645,1,37.0,16443
1207,15645,0,37.0,12948
1211,15919,0,27.0,18639
1214,15674,5,42.0,14727
1216,16771,6,62.0,20477
1220,15674,0,42.0,14469
1222,15674,5,42.0,19521
1229,16166,1,21.0,13527
1230,15674,0,42.0,15431
1234,17196,0,67.0,20087
1235,16115,1,52.0,18627
1237,16115,1,52.0,18681
1239,12674,9,37.0,12021
1242,15919,0,27.0,12367
1246,16166,2,21.0,17464
1249,15810,0,32.0,22585
1250,15674,0,42.0,13349
1251,15645,0,37.0,21919
1252,15674,0,42.0,19381
1254,15645,0,37.0,11520
1259,13370,10,47.0,12742
1263,15838,0,47.0,13912
1264,15645,0,37.0,17674
1266,15674,1,42.0,14562
1267,15674,0,42.0,21022
1269,15674,2,42.0,17847
1272,15810,0,32.0,12716
1274,17322,1,47.0,16744
1275,17945,1,27.0,18343
1278,16115,0,52.0,20912
1279,14193,1,21.0,15184
1282,15674,1,42.0,12567
1284,15645,3,37.0,14156
1287,15645,2,37.0,18555
1290,16115,2,52.0,17037
1293,15919,2,27.0,23048
1294,15838,0,47.0,15545
1299,15674,0,42.0,12386
1301,15645,3,37.0,21976
1303,15645,0,37.0,16089
1304,16152,2,57.0,16912
1308,15919,0,27.0,14986
1309,15186,16,47.0,16168
1311,15810,0,32.0,12831
1312,15674,0,42.0,18686
1315,15674,2,42.0,13861
1316,15838,0,47.0,18306
1320,15838,0,47.0,13280
1325,16166,2,21.0,15521
1327,15810,1,32.0,20501
1335,15919,0,27.0,19006
1336,16115,0,52.0,12972
1337,15674,0,42.0,15540
1339,15645,2,37.0,14866
1340,15674,0,42.0,14397
1344,15674,0,42.0,12289
1350,15674,2,42.0,14713
1352,15674,1,42.0,17378
1354,14568,3,21.0,12552
1355,15838,1,47.0,14960
1356,15674,0,42.0,14160
1358,15645,3,37.0,11558
1366,15838,3,47.0,16165
1367,19289,1,16.0,19823
1373,16152,0,57.0,25000
1374,12790,3,52.0,12539
1378,15810,1,32.0,15527
1381,16152,0,57.0,13743
1382,15674,0,42.0,18108
1384,15919,0,27.0,13458
1387,15645,0,37.0,19799
1389,16115,0,52.0,14084
1395,16115,0,52.0,21586
1397,15674,0,42.0,18152
1399,16166,0,21.0,14984
1402,15645,0,37.0,21198
1406,15810,0,32.0,23315
1407,15838,0,47.0,21335
1408,15645,1,37.0,19250
1409,16771,0,62.0,18157
1410,15645,0,37.0,25280
1412,15810,0,32.0,16135
1415,15919,0,27.0,15359
1416,15810,0,32.0,15950
1424,15838,0,47.0,13235
1425,15674,0,42.0,15967
1428,15838,2,47.0,18740
1430,15645,1,37.0,18925
1431,15810,0,32.0,15898
1432,15838,0,47.0,13753
1435,15919,0,27.0,15254
1441,15810,1,32.0,17273
1444,16166,0,21.0,21824
1445,13213,19,57.0,13123
1450,15810,1,32.0,14465
1452,15674,0,42.0,15999
1453,15838,0,47.0,18577
1454,16115,0,52.0,13558
1455,16115,0,52.0,22318
1458,15919,0,27.0,16661
1459,15674,0,42.0,14998
1460,15645,0,37.0,14168
1463,15810,1,32.0,18571
1466,16166,0,21.0,17019
1468,19289,1,16.0,19499
1477,16166,2,21.0,17500
1478,12942,4,42.0,17646
1479,15838,0,47.0,17341
1483,15645,0,37.0,13113
1484,15919,0,27.0,24609
1487,15919,0,27.0,16820
1490,15810,4,32.0,17217
1494,16166,0,21.0,19760
1499,15674,0,42.0,13163
1502,15919,1,27.0,18952
1505,16166,0,21.0,21488
1506,15919,1,27.0,13161
1511,15919,0,27.0,18263
1516,15674,1,42.0,17627
1517,15838,0,47.0,12800
1518,15674,9,42.0,17404
1520,20640,6,37.0,19902
1521,16115,0,52.0,19069
1523,15810,6,32.0,15697
1525,15674,0,42.0,18004
1536,15810,0,32.0,14500
1537,16115,0,52.0,18731
1538,16115,0,52.0,24883
1540,15674,0,42.0,16325
1541,16166,0,21.0,16248
1544,15645,2,37.0,20627
1545,15674,1,42.0,12661
1553,16115,0,52.0,15687
1559,15838,1,47.0,20119
1561,15674,0,42.0,20465
1568,14161,3,42.0,12258
1570,16115,0,52.0,16669
1571,15919,1,27.0,17803
1573,15645,0,37.0,15273
1576,15810,0,32.0,11436
1580,16115,3,52.0,17324
1583,16166,0,21.0,13304
1589,15645,0,37.0,20967
1590,16115,5,52.0,18772
1592,16166,1,21.0,21692
1593,15645,0,37.0,12917
1596,13562,3,67.0,13784
1598,14843,13,74.5,15828
1608,15919,0,27.0,18346
1609,15919,0,27.0,19635
1611,15810,0,32.0,11795
1612,15820,5,32.0,18964
1614,15810,2,32.0,13097
1619,15645,0,37.0,16614
1622,15810,2,32.0,10207
1624,15810,0,32.0,14370
1625,15919,0,27.0,20203
1629,15674,0,42.0,20061
1632,15645,1,37.0,15051
1634,15838,1,47.0,23212
1635,15838,0,47.0,18608
1643,15810,2,32.0,23296
1645,15645,0,37.0,16021
1646,16152,4,57.0,15598
1647,19289,1,16.0,14465
1649,13689,1,52.0,14214
1651,15645,0,37.0,15185
1656,15645,0,37.0,21188
1657,16115,0,52.0,12746
1659,16152,0,57.0,16454
1660,15645,1,37.0,17192
1664,15919,0,27.0,20071
1665,15674,1,42.0,14761
1666,15674,0,42.0,13711
1668,16115,5,52.0,19774
1671,15810,0,32.0,18778
1682,16166,1,21.0,20187
1684,16152,0,57.0,19595
1687,15645,0,37.0,10389
1688,16152,0,57.0,22943
1692,15674,0,42.0,25387
1697,15645,0,37.0,14673
1700,16166,0,21.0,12262
1704,15838,3,47.0,21026
1717,15645,1,37.0,15664
1719,15919,5,27.0,9677
1723,15810,0,32.0,22956
1729,15919,0,27.0,13162
1744,15810,0,32.0,13196
1747,16115,0,52.0,15683
1751,15645,0,37.0,13908
1752,15645,0,37.0,14020
1755,15838,5,47.0,14877
1756,15810,1,32.0,22505
1759,15674,0,42.0,14946
1760,16152,0,57.0,15424
1762,16115,1,52.0,19140
1765,15810,0,32.0,21930
1770,15919,0,27.0,11368
1771,16166,0,21.0,14597
1772,15838,0,47.0,13970
1775,15838,0,47.0,13593
1779,15838,0,47.0,12516
1794,16115,0,52.0,18261
1795,16166,0,21.0,15799
1796,15919,0,27.0,18542
1798,15674,2,42.0,18910
1803,15919,0,27.0,13941
1804,15674,0,42.0,14814
1805,16115,0,52.0,24688
1806,16115,1,52.0,11765
1808,15645,0,37.0,14725
1809,15838,0,47.0,14977
1810,15674,3,42.0,15968
1813,15838,0,47.0,15503
1814,15645,0,37.0,19626
1815,15674,1,42.0,13393
1817,15838,0,47.0,14353
1818,15674,2,42.0,15755
1820,15645,0,37.0,13922
1826,15645,0,37.0,22555
1827,17196,0,67.0,20077
1835,17196,3,67.0,23133
1839,15645,0,37.0,13736
1840,16771,0,62.0,17188
1841,15645,2,37.0,12746
1843,16152,5,57.0,14537
1849,15645,1,37.0,11350
1860,15674,0,42.0,13981
1865,15919,0,27.0,18280
1866,15838,0,47.0,20738
1873,15674,1,42.0,12988
1874,18538,2,27.0,14401
1876,16771,2,62.0,22783
1877,15838,0,47.0,20300
1888,15838,0,47.0,15729
1903,15645,1,37.0,13445
1905,15810,0,32.0,20237
1909,14533,1,57.0,14904
1910,15810,0,32.0,13545
1914,15810,0,32.0,20988
1917,15838,0,47.0,18494
1919,16771,0,62.0,18995
1933,16115,0,52.0,20705
1937,15968,3,37.0,17748
1940,16657,13,42.0,16179
1942,15838,0,47.0,13095
1943,15810,0,32.0,14342
1946,19289,0,16.0,14176
1957,15810,0,32.0,17119
1960,16166,0,21.0,16569
1961,16166,0,21.0,17514
1966,15674,0,42.0,19974
1969,15919,0,27.0,14984
1971,15919,0,27.0,17388
1975,15645,1,37.0,20538
1976,15645,0,37.0,17950
1979,15838,3,47.0,20357
1981,15838,0,47.0,12628
1983,16166,5,21.0,12959
1984,16115,1,52.0,13452
1987,16115,1,52.0,18765
1988,15645,2,37.0,11853
1989,15838,0,47.0,15938
1991,17141,1,32.0,20757
1995,16115,0,52.0,14232
2000,15838,0,47.0,16794
2004,15645,2,37.0,18953
2005,13244,6,37.0,12902
2007,15810,0,32.0,24748
2013,15838,0,47.0,19631
2014,15810,0,32.0,13135
2015,17196,0,67.0,18034
2017,15919,1,27.0,19621
2018,15256,7,42.0,15946
2021,15810,0,32.0,21015
2024,15674,0,42.0,10629
2025,15810,0,32.0,19901
2029,15919,0,27.0,14305
2033,15674,0,42.0,17946
2040,15919,0,27.0,13309
2044,15919,0,27.0,18928
2051,16115,0,52.0,24822
2056,15919,0,27.0,13857
2057,14809,5,47.0,14879
2065,17196,0,67.0,19687
2073,15838,0,47.0,21564
2074,15674,0,42.0,19305
2075,15810,0,32.0,14262
2076,15674,0,42.0,15044
2079,16115,0,52.0,12817
2084,15919,0,27.0,17448
2085,16115,0,52.0,16175
2087,15810,0,32.0,20752
2093,15838,0,47.0,15593
2095,15838,0,47.0,15781
2098,16152,0,57.0,19347
2099,15810,1,32.0,21143
2101,16166,0,21.0,20677
2106,15674,0,42.0,15210
2108,15674,2,42.0,12968
2109,15674,0,42.0,15230
2110,15645,0,37.0,18047
2112,15838,0,47.0,17672
2113,15674,3,42.0,15232
2114,15838,2,47.0,19776
2116,15674,0,42.0,15714
2119,15645,0,37.0,16149
2120,15919,0,27.0,17923
2121,15919,0,27.0,14790
2123,15674,0,42.0,11813
2130,15645,3,37.0,15180
2133,15645,1,37.0,20293
2138,15674,0,42.0,16565
2139,13716,9,42.0,16049
2144,16115,3,52.0,12548
2145,15905,1,42.0,12355
2149,16115,2,52.0,20740
2153,16115,0,52.0,20156
2156,16115,0,52.0,13484
2159,15838,2,47.0,20473
2160,15492,1,27.0,13410
2162,14201,3,52.0,14231
2164,16152,0,57.0,14942
2165,15645,0,37.0,19493
2168,16166,0,21.0,18711
2170,15838,0,47.0,11215
2171,15838,1,47.0,14907
2177,15810,0,32.0,21054
2180,20804,4,47.0,19250
2185,16166,0,21.0,21159
2189,15674,0,42.0,17882
2191,16166,3,21.0,13988
2192,15674,3,42.0,14368
2195,13219,1,47.0,11841
2196,15919,0,27.0,13068
2200,15810,0,32.0,20810
2203,15810,0,32.0,15956
2204,15645,0,37.0,14345
2207,15810,6,32.0,17218
2212,16166,0,21.0,21938
2217,16771,0,62.0,15519
2233,15810,0,32.0,15103
2235,15810,0,32.0,13460
2236,16115,0,52.0,13552
2239,15919,2,27.0,13809
2248,15919,0,27.0,16589
2250,15674,0,42.0,18135
2253,15674,0,42.0,12923
2255,15674,6,42.0,15682
2259,15810,1,32.0,13656
2261,15810,0,32.0,18989
2264,15810,0,32.0,14700
2267,16152,0,57.0,26953
2269,11680,1,52.0,10762
2270,16166,1,21.0,20025
2271,15810,1,32.0,15581
2272,15645,0,37.0,19517
2278,15838,0,47.0,19630
2282,12730,1,37.0,11686
2286,15645,0,37.0,13380
2287,15810,0,32.0,23257
2289,15645,1,37.0,18838
2290,16166,0,21.0,19895
2299,16152,0,57.0,22496
2300,15838,0,47.0,12802
2303,15810,0,32.0,15169
2305,15919,0,27.0,17607
2308,16771,0,62.0,15399
2309,15674,0,42.0,22419
2310,15674,0,42.0,19230
2314,15674,3,42.0,20956
2320,15674,0,42.0,18523
2323,15674,0,42.0,17278
2327,16771,0,62.0,20314
2333,15645,0,37.0,17348
2335,15810,0,32.0,12176
2343,17094,1,42.0,14771
2346,15674,0,42.0,12616
2347,15645,0,37.0,11470
2352,16152,0,57.0,14548
2354,16771,2,62.0,11484
2355,16115,1,52.0,13575
2359,15838,0,47.0,14106
2372,16166,0,21.0,21764
2373,15674,0,42.0,20714
2376,16115,0,52.0,13768
2377,15810,1,32.0,11687
2379,15645,0,37.0,19243
2380,15645,2,37.0,16412
2384,15674,1,42.0,20744
2385,15645,0,37.0,11715
2390,15810,0,32.0,16487
2394,15838,1,47.0,16818
2395,15838,0,47.0,15360
2397,15674,0,42.0,11736
2398,15838,0,47.0,14283
2400,15838,3,47.0,13736
2403,16166,0,21.0,14496
2406,18424,0,74.5,15691
2407,15645,0,37.0,17238
2408,15810,0,32.0,19079
2409,15846,6,57.0,21329
2418,15810,1,32.0,13895
2420,15674,0,42.0,22597
2421,15674,0,42.0,16009
2422,15645,0,37.0,13601
2430,15810,0,32.0,10475
2432,15810,0,32.0,15753
2434,15645,0,37.0,25010
2438,16413,1,52.0,19280
2449,15931,2,47.0,11596
2450,15810,0,32.0,14102
2451,15919,0,27.0,14951
2452,15674,5,42.0,17027
2458,15838,0,47.0,19351
2459,15919,1,27.0,12517
2460,16115,0,52.0,13261
2462,15645,0,37.0,17557
2469,15810,0,32.0,17178
2473,15919,1,27.0,20483
2474,15674,1,42.0,18792
2479,15645,2,37.0,17217
2480,16152,0,57.0,19823
2482,15321,6,37.0,15653
2483,15810,1,32.0,13309
2484,15645,0,37.0,21488
2485,15674,0,42.0,19179
2487,16771,1,62.0,23550
2492,15645,0,37.0,15882
2493,15645,0,37.0,12418
2498,16115,2,52.0,14101
2500,9860,4,52.0,14914
2503,15919,0,27.0,14574
2508,15310,6,57.0,15506
2511,15645,4,37.0,13146
2513,16166,0,21.0,21361
2522,15810,0,32.0,20575
2523,15810,1,32.0,12501
2524,16771,0,62.0,25321
2527,13567,5,42.0,13522
2528,16166,2,21.0,16439
2531,15810,0,32.0,11281
2532,15810,0,32.0,14396
2534,15674,0,42.0,24271
2552,15838,2,47.0,12381
2553,15810,0,32.0,19187
2555,15810,0,32.0,12260
2557,15919,0,27.0,24387
2560,15645,2,37.0,16410
2562,15674,0,42.0,17079
2570,15919,0,27.0,10671
2571,16166,0,21.0,13548
2574,15838,0,47.0,15827
2591,15810,0,32.0,13810
2592,15674,5,42.0,17387
2606,15810,0,32.0,19130
2607,15838,0,47.0,14319
2609,15919,0,27.0,18031
2613,15645,1,37.0,19182
2616,13470,24,42.0,11382
2618,15838,0,47.0,16168
2621,15645,4,37.0,11560
2626,16166,0,21.0,15462
2630,15645,0,37.0,16334
2643,16152,0,57.0,17351
2651,15810,0,32.0,11545
2652,15645,0,37.0,24187
2654,15919,0,27.0,20092
2655,15645,0,37.0,19005
2658,15919,0,27.0,15231
2659,15674,1,42.0,16956
2664,16115,0,52.0,18411
2665,15838,0,47.0,14527
2667,15919,0,27.0,21468
2668,15838,1,47.0,15511
2675,15645,0,37.0,16336
2679,20492,4,37.0,21390
2685,15645,0,37.0,15547
2686,15674,0,42.0,21627
2687,15810,0,32.0,15953
2692,15838,0,47.0,17816
2699,15674,1,42.0,23057
2701,18404,1,57.0,20959
2704,15919,0,27.0,14605
2705,16115,0,52.0,16677
2708,17329,2,21.0,12779
2711,15645,0,37.0,12396
2713,15810,7,32.0,12837
2715,16166,1,21.0,15765
2723,15919,0,27.0,14244
2729,15919,0,27.0,13693
2739,15810,0,32.0,16566
2740,15645,1,37.0,17746
2743,15919,1,27.0,25527
2744,15645,1,37.0,16539
2752,15810,1,32.0,17199
2754,15838,0,47.0,20551
2761,16115,1,52.0,14421
2762,16166,0,21.0,20941
2767,15810,3,32.0,17982
2769,15838,0,47.0,15834
2770,16152,1,57.0,16553
2775,15838,0,47.0,20152
2780,21463,1,52.0,21691
2781,15645,0,37.0,19012
2785,15838,0,47.0,21687
2787,16166,0,21.0,18957
2788,16166,0,21.0,12606
2789,15919,0,27.0,14672
2790,16115,0,52.0,14264
2797,15810,0,32.0,16583
2799,15919,0,27.0,21573
2801,15838,0,47.0,16937
2806,15838,6,47.0,17339
2808,15919,3,27.0,12106
2810,17196,2,67.0,18113
2816,13511,5,37.0,12790
2821,17196,0,67.0,24967
2823,15645,0,37.0,14547
2824,15674,0,42.0,13717
2829,16152,1,57.0,20192
2830,16152,0,57.0,18073
2831,16115,13,52.0,13398
2833,15674,0,42.0,11785
2836,15674,1,42.0,14159
2837,15838,0,47.0,17091
2843,15645,0,37.0,13315
2848,15674,0,42.0,19417
2849,16115,0,52.0,21455
2851,15645,0,37.0,18440
2855,15645,0,37.0,16597
2856,15810,0,32.0,14265
2861,16771,0,62.0,11711
2872,18587,82,62.0,18945
2879,16152,0,57.0,15594
2880,15810,0,32.0,12589
2881,22521,2,37.0,23314
2884,15919,0,27.0,19862
2885,14689,5,37.0,19184
2887,16115,0,52.0,12513
2891,15919,0,27.0,16008
2893,16166,0,21.0,17639
2902,16771,7,62.0,14533
2904,15645,0,37.0,12396
2905,15810,0,32.0,12803
2908,15838,1,47.0,16814
2916,15645,2,37.0,11903
2919,15810,0,32.0,13835
2923,16166,0,21.0,15253
2926,16168,1,21.0,18586
2928,16166,1,21.0,14176
2930,15645,5,37.0,11729
2931,15919,0,27.0,16499
2933,15919,0,27.0,18913
2934,15919,0,27.0,18009
2938,15645,0,37.0,19811
2943,16152,13,57.0,15299
2945,15838,0,47.0,17160
2948,16166,0,21.0,16166
2951,12317,5,47.0,14045
2952,16115,0,52.0,12309
2959,15810,2,32.0,16398
2961,15645,0,37.0,12741
2963,16115,0,52.0,14999
2964,15838,0,47.0,19008
2967,15919,1,27.0,15223
2968,15645,0,37.0,14109
2969,15674,0,42.0,24647
2972,16115,0,52.0,12451
2974,15645,0,37.0,18391
2977,15645,0,37.0,13419
2978,15645,1,37.0,18671
2982,17196,0,67.0,21207
2987,15810,0,32.0,16934
2989,15674,2,42.0,16107
2991,15919,0,27.0,16518
2996,16166,0,21.0,18609
3003,16152,0,57.0,18876
3005,15674,3,42.0,20549
3007,15810,0,32.0,19939
3011,15645,2,37.0,17183
3012,15919,0,27.0,18543
3017,15810,0,32.0,14336
3018,15838,0,47.0,18131
3023,16166,0,21.0,14593
3026,15810,0,32.0,15609
3027,16115,0,52.0,15266
3030,11852,2,37.0,12309
3034,16115,0,52.0,19497
3035,15645,1,37.0,17125
3040,15674,0,42.0,15077
3049,15674,0,42.0,20028
3051,16166,0,21.0,13835
3053,15919,0,27.0,19184
3054,15674,0,42.0,22379
3055,15645,0,37.0,20430
3059,16115,0,52.0,20327
3062,15674,0,42.0,21237
3064,15645,0,37.0,14949
3071,15810,2,32.0,21518
3075,16166,0,21.0,15811
3078,15674,0,42.0,19273
3081,15645,0,37.0,13972
3084,15919,0,27.0,14933
3086,17251,2,52.0,18102
3090,15674,0,42.0,19000
3094,20351,4,62.0,18349
3095,15645,0,37.0,14476
3100,16115,1,52.0,19530
3101,15674,0,42.0,12592
3107,13316,11,37.0,12533
3109,16166,0,21.0,14229
3111,16152,0,57.0,14511
3118,15674,0,42.0,17597
3122,15674,0,42.0,18261
3123,16115,0,52.0,14344
3128,12735,9,37.0,11731
3134,15810,0,32.0,16826
3137,15674,0,42.0,25239
3144,15674,0,42.0,15478
3145,15674,2,42.0,20969
3148,15767,6,47.0,17496
3149,15810,0,32.0,14972
3150,15645,0,37.0,12701
3154,15838,2,47.0,19123
3157,15674,0,42.0,16037
3158,12686,3,32.0,12328
3163,16095,4,52.0,18839
3164,15919,0,27.0,16157
3166,16166,0,21.0,17386
3168,15919,2,27.0,20292
3169,16115,0,52.0,19194
3171,15810,0,32.0,18093
3180,14923,1,42.0,13118
3184,15810,0,32.0,15965
3185,15919,0,27.0,22208
3189,15810,1,32.0,12157
3192,16115,0,52.0,15385
3193,15674,0,42.0,19942
3198,15919,1,27.0,14060
3200,15838,0,47.0,19260
3201,15998,3,47.0,17709
3204,12385,1,62.0,12400
3210,15674,0,42.0,11813
3215,16115,5,52.0,12301
3216,19186,1,42.0,24310
3220,16166,1,21.0,16886
3227,15838,1,47.0,17335
3230,15919,0,27.0,12949
3233,19289,0,16.0,16943
3238,15645,0,37.0,14926
3240,15645,0,37.0,15216
3243,16166,0,21.0,15998
3249,15919,0,27.0,14373
3251,16166,0,21.0,21257
3253,15810,0,32.0,11220
3268,15810,0,32.0,19445
3270,15838,0,47.0,12556
3271,15919,0,27.0,15529
3272,15919,0,27.0,15467
3273,15645,0,37.0,16056
3277,15838,0,47.0,11719
3278,16115,0,52.0,22385
3280,16115,0,52.0,19026
3281,15919,0,27.0,13912
3285,17196,0,67.0,21444
3286,15919,0,27.0,19702
3290,15810,0,32.0,15891
3291,15810,0,32.0,15168
3294,15674,1,42.0,14854
3300,15810,0,32.0,13290
3306,15838,0,47.0,11561
3311,16115,0,52.0,14174
3337,15919,0,27.0,14297
3338,16103,2,42.0,15091
3340,15674,0,42.0,13815
3342,16152,0,57.0,22839
3345,16152,0,57.0,22117
3346,15645,1,37.0,15803
3347,15674,4,42.0,16379
3357,15674,0,42.0,23808
3358,15645,2,37.0,15765
3368,15919,0,27.0,14094
3370,15919,0,27.0,25952
3372,13068,1,52.0,15167
3373,17493,11,47.0,20326
3375,15838,1,47.0,12802
3379,16166,1,21.0,14465
3382,15674,0,42.0,17527
3385,15810,1,32.0,12560
3386,15810,0,32.0,20469
3388,16115,0,52.0,16855
3391,15645,0,37.0,19350
3392,15919,0,27.0,14840
3398,15838,10,47.0,15484
