runnerId,allTimeAvg,noRaces,category,resultTime
3404,15810,1,32.0,14198
3406,15838,3,47.0,14848
3407,15838,0,47.0,19966
3410,15645,0,37.0,13249
3411,15810,0,32.0,18099
3417,15674,0,42.0,14929
3418,15674,0,42.0,20056
3424,16115,0,52.0,20201
3425,15919,0,27.0,14368
3426,15810,0,32.0,12938
3428,15838,1,47.0,16898
3429,15645,1,37.0,13019
3431,15810,2,32.0,10999
3437,20354,9,37.0,17187
3438,16115,0,52.0,21824
3443,15674,0,42.0,13663
3444,15810,0,32.0,16918
3445,15838,2,47.0,16670
3449,15838,0,47.0,17011
3450,21240,1,37.0,19552
3451,15810,0,32.0,16814
3453,15919,0,27.0,16878
3454,15919,0,27.0,13550
3458,15674,0,42.0,16104
3460,15810,0,32.0,9868
3466,15838,0,47.0,18809
3468,15645,0,37.0,17176
3469,15674,1,42.0,12705
3478,16115,0,52.0,23677
3488,16771,3,62.0,18954
3489,15919,0,27.0,18792
3492,16771,1,62.0,22755
3494,16166,1,21.0,19849
3496,15919,4,27.0,10762
3501,15810,1,32.0,20541
3503,19993,14,47.0,21627
3506,21737,1,42.0,23602
3508,15838,0,47.0,17035
3510,14065,5,42.0,13953
3512,16771,0,62.0,12678
3515,15919,12,27.0,18111
3518,15810,0,32.0,11361
3521,15919,0,27.0,14384
3522,11769,1,47.0,11606
3523,15674,1,42.0,25065
3525,15838,0,47.0,13561
3537,15810,1,32.0,15527
3538,15674,0,42.0,11654
3543,16115,0,52.0,16842
3544,16166,0,21.0,13228
3545,16115,1,52.0,19026
3547,16166,0,21.0,17693
3548,15645,0,37.0,13667
3549,16166,0,21.0,16276
3551,15645,0,37.0,13586
3553,15674,0,42.0,16442
3561,15838,3,47.0,15418
3563,20025,3,42.0,19054
3566,15674,0,42.0,13763
3569,15919,0,27.0,17717
3570,15645,1,37.0,18202
3572,24380,14,67.0,18111
3574,12993,1,32.0,13727
3578,18271,1,47.0,21347
3580,15645,0,37.0,23300
3581,15838,0,47.0,22776
3582,15645,3,37.0,18254
3584,18123,1,57.0,20327
3586,17670,3,37.0,16334
3587,15838,0,47.0,20497
3601,16115,3,52.0,14653
3602,15645,0,37.0,16895
3604,15810,0,32.0,8817
3607,15645,0,37.0,15037
3614,15838,0,47.0,15395
3615,16166,0,21.0,13227
3616,16152,1,57.0,17039
3618,15645,0,37.0,13319
3622,15810,2,32.0,15676
3624,15838,0,47.0,18591
3626,16152,0,57.0,16781
3638,15674,0,42.0,14098
3639,15684,12,42.0,16155
3640,16166,0,21.0,16725
3644,15674,0,42.0,19825
3646,16771,0,62.0,22453
3647,15674,0,42.0,11576
3654,15674,1,42.0,14715
3656,13758,15,37.0,11734
3659,15810,0,32.0,18531
3660,15919,2,27.0,18065
3661,15838,0,47.0,19631
3663,16115,0,52.0,14649
3668,15645,0,37.0,12405
3669,15674,0,42.0,16526
3673,16166,2,21.0,19809
3675,15946,2,27.0,14016
3681,15838,0,47.0,13036
3685,15674,0,42.0,10866
3687,12331,1,52.0,12351
3688,15645,0,37.0,20169
3690,15645,0,37.0,15894
3693,15919,0,27.0,21330
3695,16115,0,52.0,20613
3700,16152,3,57.0,18111
3701,15674,0,42.0,22031
3708,16115,0,52.0,20518
3710,15810,0,32.0,15034
3713,19289,1,16.0,18909
3715,16115,1,52.0,19825
3717,11640,4,37.0,11595
3719,15919,2,27.0,14520
3720,15919,0,27.0,12046
3721,16166,0,21.0,15397
3722,16115,1,52.0,18734
3723,15645,0,37.0,14312
3724,15645,0,37.0,25239
3727,15838,3,47.0,16770
3730,15674,2,42.0,22031
3731,14015,11,57.0,13739
3733,15919,3,27.0,15878
3751,15810,0,32.0,13165
3752,15645,0,37.0,17595
3753,17815,1,52.0,22419
3759,16166,0,21.0,12852
3760,16115,0,52.0,15265
3762,16878,1,47.0,19475
3772,15645,0,37.0,21422
3782,16166,0,21.0,13008
3783,15674,0,42.0,14200
3786,15838,0,47.0,19823
3787,16152,0,57.0,20147
3788,15838,0,47.0,11206
3789,15838,0,47.0,20015
3791,15674,0,42.0,18354
3792,16771,0,62.0,21577
3795,15645,0,37.0,15125
3804,15810,1,32.0,12560
3809,15645,0,37.0,18809
3811,15674,6,42.0,13651
3813,16152,0,57.0,16376
3815,16152,0,57.0,20099
3816,16166,2,21.0,19170
3818,15810,1,32.0,19210
3819,15674,0,42.0,18069
3827,15674,0,42.0,15743
3828,16115,0,52.0,19456
3831,15810,0,32.0,16172
3835,16115,0,52.0,19016
3836,16115,0,52.0,15062
3837,16115,0,52.0,18486
3838,15674,0,42.0,19123
3844,16166,0,21.0,15693
3848,15645,3,37.0,14084
3849,13937,1,32.0,14549
3851,13717,4,57.0,14566
3852,16166,0,21.0,23031
3856,15645,0,37.0,14462
3857,15838,0,47.0,15473
3860,15674,2,42.0,17971
3872,15838,0,47.0,20003
3873,16115,0,52.0,20815
3874,15838,6,47.0,20132
3875,15645,0,37.0,17136
3876,16771,0,62.0,20860
3880,16115,1,52.0,15972
3886,15838,1,47.0,11630
3890,12501,6,62.0,13429
3892,15645,2,37.0,14729
3893,15674,1,42.0,14559
3896,15674,0,42.0,12353
3899,15674,6,42.0,9569
3902,15645,1,37.0,13572
3903,15645,1,37.0,16413
3907,21289,5,52.0,16889
3908,16166,0,21.0,20764
3912,15810,2,32.0,13799
3919,14242,7,37.0,13315
3928,15156,9,37.0,20743
3933,16166,0,21.0,18987
3937,15645,0,37.0,13239
3940,13655,2,37.0,13810
3945,16166,0,21.0,15421
3948,15645,0,37.0,14900
3950,15810,0,32.0,15351
3952,15919,0,27.0,12812
3953,15645,0,37.0,13071
3955,15645,0,37.0,12766
3958,16166,1,21.0,21744
3959,15674,0,42.0,15442
3962,17196,0,67.0,21448
3964,16115,7,52.0,14031
3969,16166,0,21.0,16210
3970,16152,0,57.0,17785
3974,16115,0,52.0,22899
3975,15810,2,32.0,16351
3982,15674,0,42.0,14693
3983,12905,1,42.0,12899
3984,15810,0,32.0,21454
3989,15810,0,32.0,13931
3990,15919,0,27.0,17606
3994,15674,0,42.0,14869
3995,15838,1,47.0,12711
3999,15919,0,27.0,12802
4000,15919,0,27.0,14331
4013,15838,3,47.0,19249
4018,18955,2,32.0,18560
4024,15919,0,27.0,14522
4027,15674,0,42.0,13892
4028,16115,0,52.0,14945
4035,12458,7,57.0,15407
4036,16152,1,57.0,14503
4037,16115,0,52.0,22663
4040,16115,0,52.0,21316
4042,15919,0,27.0,17803
4050,16166,1,21.0,19823
4056,15082,6,47.0,14022
4058,15645,0,37.0,15468
4061,16166,0,21.0,21862
4068,14536,4,47.0,13623
4072,15919,0,27.0,12877
4073,15674,0,42.0,13914
4074,15645,1,37.0,19771
4077,15810,1,32.0,23622
4081,15645,0,37.0,17593
4082,15645,0,37.0,18678
4083,16771,0,62.0,16563
4087,16115,0,52.0,15771
4092,16166,1,21.0,21992
4096,15674,0,42.0,19149
4103,15645,0,37.0,20496
4108,15810,0,32.0,20685
4109,15919,0,27.0,18189
4110,15645,1,37.0,15982
4112,15919,0,27.0,19035
4114,15645,0,37.0,25183
4121,15919,0,27.0,19422
4123,15847,2,42.0,13392
4125,15919,0,27.0,12599
4126,15810,0,32.0,15170
4136,17274,6,32.0,14992
4139,16166,0,21.0,16744
4143,15919,1,27.0,13809
4147,15838,12,47.0,13434
4148,15645,0,37.0,19060
4149,15919,0,27.0,10437
4154,16166,0,21.0,22370
4157,15674,1,42.0,23478
4161,15919,0,27.0,17459
4162,16115,1,52.0,20935
4167,15674,0,42.0,19465
4172,15674,0,42.0,15331
4174,17217,4,47.0,14169
4178,17462,3,42.0,18665
4179,15674,3,42.0,19644
4180,20395,4,52.0,20080
4182,16152,0,57.0,19437
4184,15674,0,42.0,16054
4186,16771,0,62.0,21472
4196,15810,2,32.0,18102
4198,16115,0,52.0,22015
4199,15674,0,42.0,19318
4202,15810,1,32.0,15683
4206,15645,0,37.0,18546
4207,15645,0,37.0,12798
4208,16166,0,21.0,21596
4217,15645,0,37.0,13262
4219,15810,1,32.0,22505
4229,15838,0,47.0,13217
4230,15810,0,32.0,16477
4231,15919,0,27.0,14103
4233,15838,1,47.0,16568
4234,15810,0,32.0,13548
4243,15674,0,42.0,19518
4247,15810,0,32.0,20736
4248,15674,0,42.0,16836
4250,15645,3,37.0,15163
4252,16152,0,57.0,17910
4256,12616,1,27.0,12756
4259,15810,0,32.0,17197
4261,17111,1,52.0,15639
4263,16115,1,52.0,15920
4266,16430,2,47.0,18720
4272,16166,0,21.0,19140
4273,16166,0,21.0,12599
4281,15838,0,47.0,16989
4284,15838,1,47.0,15485
4286,15838,0,47.0,22042
4301,15674,1,42.0,15877
4308,16892,6,47.0,15581
4310,15838,1,47.0,12813
4312,16115,4,52.0,10111
4318,15645,1,37.0,17301
4319,15674,0,42.0,17327
4320,15919,0,27.0,22051
4329,12995,4,42.0,12241
4331,15645,2,37.0,12663
4335,15919,0,27.0,23550
4338,15645,0,37.0,11358
4340,15674,0,42.0,13974
4344,13517,4,42.0,12637
4346,15674,0,42.0,14163
4347,15919,0,27.0,21945
4349,15810,0,32.0,12948
4351,15674,3,42.0,20272
4355,15838,0,47.0,17884
4356,15810,0,32.0,21309
4357,17196,0,67.0,23370
4360,15838,1,47.0,18928
4363,15919,0,27.0,14842
4364,15645,1,37.0,14381
4369,16115,1,52.0,19332
4372,16152,0,57.0,17905
4374,15810,0,32.0,18672
4377,15645,1,37.0,14056
4378,15674,0,42.0,12486
4379,15674,0,42.0,19325
4388,15674,5,42.0,18174
4391,15645,0,37.0,16483
4396,16115,1,52.0,19669
4398,15919,0,27.0,15778
4400,16166,0,21.0,11600
4402,15674,1,42.0,17088
4403,15810,5,32.0,13651
4404,15838,1,47.0,18610
4407,17196,0,67.0,18049
4409,16115,0,52.0,15694
4416,15919,0,27.0,19635
4419,16115,1,52.0,18437
4424,15674,0,42.0,18535
4427,16115,0,52.0,24089
4428,15810,0,32.0,12008
4429,15919,3,27.0,15137
4435,15645,1,37.0,15859
4436,15810,0,32.0,14820
4444,16166,0,21.0,15722
4447,16115,0,52.0,21491
4451,15645,0,37.0,16348
4457,15645,1,37.0,18100
4460,16166,1,21.0,11335
4461,15810,0,32.0,23202
4464,15645,0,37.0,15021
4475,15810,0,32.0,15669
4477,16166,1,21.0,12831
4478,15838,0,47.0,15839
4481,15838,0,47.0,16290
4482,15810,1,32.0,19079
4483,15645,2,37.0,16657
4485,15919,0,27.0,18848
4486,15674,0,42.0,13482
4488,15645,1,37.0,17089
4491,15674,1,42.0,12963
4495,16594,3,42.0,11355
4499,15919,2,27.0,15095
4500,15674,0,42.0,12079
4503,16115,1,52.0,18513
4505,15919,0,27.0,18909
4506,15919,2,27.0,18171
4510,16115,0,52.0,12210
4519,15810,0,32.0,15463
4524,15838,0,47.0,18710
4528,15674,0,42.0,11679
4530,15810,2,32.0,13511
4533,15645,0,37.0,11691
4539,15919,0,27.0,18536
4547,16771,0,62.0,15210
4549,15645,0,37.0,22205
4552,15645,0,37.0,15683
4555,15810,0,32.0,16199
4556,16166,0,21.0,18034
4558,15810,0,32.0,15271
4559,13882,4,42.0,15104
4560,13769,7,37.0,13849
4563,15645,0,37.0,13362
4567,15403,1,42.0,15069
4568,13599,13,47.0,14278
4569,16152,0,57.0,15210
4571,15919,0,27.0,18562
4580,15674,1,42.0,19191
4585,17196,0,67.0,20277
4587,16115,0,52.0,16470
4588,15645,0,37.0,19315
4596,16166,0,21.0,17328
4597,15674,1,42.0,17316
4604,16166,1,21.0,16225
4606,15919,0,27.0,12396
4611,15645,0,37.0,14275
4615,15919,0,27.0,17032
4616,15810,1,32.0,11529
4617,16115,1,52.0,14279
4621,15810,3,32.0,11222
4626,15645,0,37.0,13650
4630,11655,3,52.0,11146
4635,15810,0,32.0,13529
4636,15919,4,27.0,18632
4637,12582,2,57.0,12805
4639,16152,2,57.0,16912
4648,15674,2,42.0,16298
4649,16152,0,57.0,16606
4652,15810,0,32.0,21087
4653,15838,0,47.0,22776
4654,16115,0,52.0,14980
4658,16115,0,52.0,16295
4669,16166,0,21.0,17386
4680,15838,0,47.0,14142
4681,16115,0,52.0,20801
4682,15833,4,42.0,14803
4686,15810,2,32.0,14649
4689,15645,1,37.0,17100
4690,15838,0,47.0,15095
4691,15838,0,47.0,20308
4692,15674,0,42.0,16005
4693,15838,2,47.0,16234
4699,16166,0,21.0,12411
4701,15645,0,37.0,18742
4713,20377,2,52.0,19591
4714,16152,0,57.0,19140
4717,15919,2,27.0,18433
4722,16152,0,57.0,14361
4724,15838,0,47.0,14290
4725,16152,0,57.0,22109
4727,15810,1,32.0,19130
4730,15119,3,42.0,18651
4731,15810,2,32.0,20476
4732,15810,1,32.0,13570
4734,15304,3,52.0,15759
4738,15645,0,37.0,15202
4741,15674,0,42.0,14743
4742,15838,0,47.0,20498
4745,15919,0,27.0,19469
4749,16115,0,52.0,23979
4752,15674,0,42.0,15967
4759,15645,0,37.0,20077
4760,15674,0,42.0,13949
4763,16771,0,62.0,12669
4764,16166,0,21.0,14907
4766,15919,1,27.0,18561
4768,16152,3,57.0,16987
4771,15645,0,37.0,16165
4779,16115,0,52.0,20835
4781,15810,1,32.0,14922
4783,16166,4,21.0,12925
4786,16166,1,21.0,18838
4787,15674,1,42.0,14647
4790,15674,0,42.0,22606
4796,15810,0,32.0,13897
4797,15674,0,42.0,21317
4807,16115,0,52.0,15276
4812,15919,0,27.0,15551
4816,15645,0,37.0,19884
4819,15645,2,37.0,10610
4844,12429,9,42.0,12821
4848,15674,0,42.0,13718
4851,15645,2,37.0,13659
4852,15919,0,27.0,14213
4866,15838,0,47.0,12266
4872,15810,2,32.0,14218
4873,15674,1,42.0,17778
4878,15919,0,27.0,14847
4883,15919,0,27.0,22925
4884,16166,0,21.0,13690
4886,15645,0,37.0,18454
4887,15810,0,32.0,13829
4888,15838,0,47.0,20488
4889,15645,2,37.0,13982
4894,15645,0,37.0,12258
4895,15674,0,42.0,24520
4896,16115,1,52.0,16949
4899,15674,5,42.0,13627
4900,15674,3,42.0,19291
4901,16115,1,52.0,17846
4903,15838,0,47.0,15777
4905,15919,0,27.0,18431
4915,16115,0,52.0,15995
4922,15254,1,27.0,13400
4924,15919,3,27.0,12793
4926,15394,5,32.0,14593
4930,15674,0,42.0,18669
4931,13427,1,27.0,13090
4932,15919,0,27.0,17277
4933,15674,0,42.0,20434
4936,16166,0,21.0,17931
4938,16152,0,57.0,16549
4942,15810,0,32.0,13989
4943,15838,0,47.0,23503
4948,15674,1,42.0,20094
4954,15674,0,42.0,12903
4960,15810,0,32.0,12570
4965,11624,3,21.0,10478
4966,17021,4,37.0,19039
4971,15919,1,27.0,14058
4973,15645,7,37.0,14596
4975,15645,0,37.0,15111
4976,15838,2,47.0,14762
4981,15810,0,32.0,18215
4984,15674,1,42.0,21503
4989,16771,0,62.0,14260
4990,15919,0,27.0,11041
4991,15919,1,27.0,15690
4996,15838,1,47.0,15085
4998,16152,0,57.0,22930
5000,15645,0,37.0,15316
5004,16771,0,62.0,19706
5011,16166,1,21.0,20025
5023,15838,2,47.0,14204
5026,15919,0,27.0,17497
5027,15810,0,32.0,17964
5033,15838,2,47.0,15239
5036,16166,0,21.0,20071
5040,16152,0,57.0,16376
5042,15674,1,42.0,25336
5045,19289,0,16.0,14378
5048,15810,3,32.0,17203
5050,15838,1,47.0,17343
5053,15645,0,37.0,14703
5055,15645,1,37.0,16284
5058,15810,0,32.0,17800
5063,15645,0,37.0,14796
5064,15674,3,42.0,12757
5066,15674,0,42.0,12302
5067,15919,0,27.0,21657
5068,15810,0,32.0,22468
5075,16115,0,52.0,23636
5077,16166,0,21.0,15527
5078,16166,0,21.0,17467
5080,16166,1,21.0,24822
5085,15674,1,42.0,15776
5086,15645,0,37.0,16455
5087,15674,1,42.0,19076
5095,15810,0,32.0,15566
5103,19238,2,37.0,22461
5105,15810,0,32.0,12805
5106,15810,0,32.0,16738
5107,15838,0,47.0,14473
5108,15810,0,32.0,17894
5114,15838,0,47.0,18975
5116,18424,0,74.5,21579
5117,15810,1,32.0,11490
5118,14217,39,47.0,15356
5120,15919,0,27.0,14392
5124,15810,2,32.0,20141
5130,15645,0,37.0,12568
5131,16940,1,37.0,14702
5132,12349,8,47.0,14470
5133,15674,0,42.0,18205
5134,15810,0,32.0,19465
5135,16152,1,57.0,16782
5138,16115,0,52.0,19497
5141,15674,5,42.0,11703
5144,15919,1,27.0,18335
5146,15671,1,21.0,14558
5147,15674,0,42.0,17141
5150,15810,0,32.0,14178
5153,15645,0,37.0,19548
5156,15674,0,42.0,10510
5157,15645,0,37.0,12558
5168,15645,0,37.0,19225
5171,15674,0,42.0,24830
5172,15645,1,37.0,14589
5175,15919,0,27.0,20263
5177,15674,0,42.0,18047
5178,15674,0,42.0,12650
5179,15919,0,27.0,15528
5185,15810,0,32.0,17523
5191,15810,0,32.0,18158
5193,15645,0,37.0,18012
5199,15645,0,37.0,12319
5201,16152,2,57.0,14867
5203,15645,1,37.0,16353
5207,15838,0,47.0,12236
5210,15674,2,42.0,14176
5220,15674,1,42.0,14045
5221,15810,0,32.0,17356
5223,15645,2,37.0,20164
5224,16115,9,52.0,19687
5230,15674,0,42.0,21405
5234,15645,0,37.0,15403
5238,15645,0,37.0,14841
5243,15645,0,37.0,11518
5249,15645,0,37.0,13009
5250,15919,1,27.0,18639
5255,15674,0,42.0,12437
5256,15645,1,37.0,14252
5258,16115,0,52.0,22994
5259,16166,0,21.0,17715
5263,15674,2,42.0,19088
5267,15919,0,27.0,19037
5273,16152,0,57.0,15486
5275,15810,0,32.0,19357
5276,15838,1,47.0,17729
5277,15674,0,42.0,13893
5278,15919,0,27.0,18093
5280,15810,0,32.0,17074
5283,15838,1,47.0,19341
5288,15838,0,47.0,16775
5295,12895,9,27.0,11453
5296,15810,0,32.0,15909
5298,15674,0,42.0,19517
5301,15645,1,37.0,14321
5305,15810,1,32.0,11923
5307,15810,1,32.0,17048
5309,15645,0,37.0,10343
5311,14791,2,57.0,16608
5312,15645,0,37.0,12402
5316,15838,0,47.0,14800
5326,15674,5,42.0,16535
5328,16166,3,21.0,12707
5329,16115,0,52.0,19955
5333,15674,0,42.0,20188
5334,15919,0,27.0,12461
5335,15919,0,27.0,19499
5336,16115,0,52.0,11701
5339,15810,1,32.0,24736
5342,16166,0,21.0,18466
5345,15810,0,32.0,13952
5346,15674,0,42.0,20936
5347,20697,1,74.5,18948
5349,15838,0,47.0,15302
5353,15674,2,42.0,19436
5354,18424,0,74.5,18129
5356,15919,0,27.0,17088
5362,15838,0,47.0,16640
5365,15810,0,32.0,14087
5369,15645,0,37.0,13242
5371,15674,0,42.0,22194
5375,15674,0,42.0,16172
5376,16771,0,62.0,21004
5382,15810,0,32.0,16934
5386,19289,1,16.0,16165
5390,15674,2,42.0,13769
5393,16166,0,21.0,21628
5398,15838,0,47.0,16905
5400,15810,0,32.0,15376
5402,15645,0,37.0,19895
5406,15645,0,37.0,15261
5407,16115,0,52.0,15759
5413,15645,1,37.0,15545
5419,15645,0,37.0,16354
5421,15674,0,42.0,20973
5424,15674,0,42.0,15795
5425,15674,0,42.0,24865
5426,15838,1,47.0,12043
5428,15645,0,37.0,19318
5429,17248,3,52.0,20123
5433,15919,1,27.0,15769
5435,16166,2,21.0,13747
5436,15645,0,37.0,19544
5437,15838,0,47.0,13032
5438,16171,6,47.0,18578
5439,15645,0,37.0,13108
5445,15838,16,47.0,22999
5451,15674,0,42.0,16935
5461,16166,1,21.0,20090
5465,15919,0,27.0,18012
5470,15674,0,42.0,23302
5474,14702,3,47.0,15106
5475,16166,0,21.0,14228
5477,15919,1,27.0,15326
5478,15919,1,27.0,16005
5491,15674,0,42.0,19514
5492,16166,0,21.0,22086
5495,16115,4,52.0,16202
5501,15810,0,32.0,12932
5507,15674,0,42.0,17316
5512,15810,0,32.0,17061
5514,15919,0,27.0,12583
5519,16115,1,52.0,19160
5520,15645,0,37.0,18755
5524,15919,0,27.0,17705
5533,16166,0,21.0,19726
5535,15919,0,27.0,13515
5538,15674,0,42.0,15522
5541,15674,0,42.0,15347
5542,15838,1,47.0,13728
5544,15674,1,42.0,14510
5553,15645,0,37.0,14112
5554,15810,0,32.0,19610
5560,18121,9,42.0,15084
5565,12422,3,32.0,12150
5576,15674,0,42.0,21758
5578,15645,0,37.0,14996
5582,15674,0,42.0,21613
5583,15810,0,32.0,17643
5586,15674,0,42.0,14160
5589,16115,0,52.0,13581
5590,16166,2,21.0,14595
5592,15674,1,42.0,16472
5593,15810,0,32.0,14150
5595,15674,7,42.0,20363
5596,15645,0,37.0,16731
5597,16166,0,21.0,13221
5598,15674,3,42.0,12797
5599,13066,2,21.0,11990
5603,16771,1,62.0,15072
5604,15674,1,42.0,13740
5605,17198,7,37.0,15101
5614,15645,0,37.0,15764
5616,15919,0,27.0,15212
5617,15919,0,27.0,15473
5621,15645,0,37.0,19589
5622,15674,1,42.0,17202
5627,15838,0,47.0,16552
5628,16115,11,52.0,16898
5633,16166,1,21.0,19823
5636,15838,1,47.0,19090
5637,15645,2,37.0,16920
5639,15919,1,27.0,17302
5640,16152,0,57.0,25202
5645,16115,0,52.0,13800
5646,15645,0,37.0,14473
5648,15810,1,32.0,13763
5651,16115,1,52.0,14363
5652,16166,0,21.0,21836
5653,13926,3,42.0,15545
5654,15810,0,32.0,16121
5662,16115,1,52.0,16564
5664,15838,2,47.0,14948
5675,15674,2,42.0,16153
5677,16166,0,21.0,17682
5678,15645,0,37.0,12536
5679,15919,0,27.0,16817
5680,15645,0,37.0,21195
5687,15645,0,37.0,12060
5690,15810,2,32.0,18227
5691,16166,0,21.0,18818
5701,15645,0,37.0,18892
5703,15919,0,27.0,21462
5704,15645,0,37.0,25183
5709,13797,5,32.0,12978
5710,15919,0,27.0,20654
5713,16166,3,21.0,14220
5715,15919,0,27.0,18929
5718,16152,0,57.0,11265
5720,16166,0,21.0,14315
5721,15919,0,27.0,20475
5723,15674,0,42.0,13539
5726,15919,0,27.0,13024
5739,15810,1,32.0,14857
5741,15645,0,37.0,15675
5742,16166,0,21.0,15092
5745,15810,0,32.0,18751
5749,16115,0,52.0,20562
5751,15810,0,32.0,14226
5758,16115,0,52.0,17602
5761,16152,0,57.0,17698
5763,15838,0,47.0,16622
5764,15810,1,32.0,13577
5765,15645,0,37.0,14181
5767,15674,0,42.0,13250
5769,16152,1,57.0,16038
5772,15810,0,32.0,11732
5774,16166,0,21.0,23654
5778,16115,0,52.0,16143
5779,16771,0,62.0,24137
5781,15674,0,42.0,17258
5783,17196,2,67.0,14448
5788,16115,0,52.0,15993
5791,15919,0,27.0,12086
5792,15645,0,37.0,16234
5797,18266,10,37.0,16291
5800,16098,1,52.0,16295
5805,15645,0,37.0,22801
5807,15645,0,37.0,12802
5808,15674,2,42.0,11277
5818,16115,0,52.0,14138
5819,15838,0,47.0,14089
5820,16553,2,62.0,15508
5823,15919,0,27.0,14685
5824,15674,1,42.0,14701
5825,15645,2,37.0,13084
5832,16771,0,62.0,24779
5837,16115,7,52.0,19515
5841,16166,0,21.0,12205
5843,16166,1,21.0,19849
5845,15838,0,47.0,18668
5850,10260,7,47.0,10042
5852,15674,0,42.0,11792
5853,16771,0,62.0,18678
5858,16152,0,57.0,14281
5859,15838,0,47.0,14197
5862,15919,0,27.0,19478
5866,15674,0,42.0,19749
5869,15919,1,27.0,19027
5873,15838,0,47.0,12820
5874,16771,0,62.0,12907
5878,16115,0,52.0,25785
5879,16771,0,62.0,18192
5889,12138,2,47.0,11720
5890,15674,1,42.0,17045
5892,15674,0,42.0,12655
5895,16166,1,21.0,13241
5896,15674,0,42.0,19590
5898,15919,0,27.0,22321
5905,15674,1,42.0,12802
5906,12803,5,42.0,14386
5910,15674,3,42.0,14199
5917,15810,0,32.0,13605
5920,15810,0,32.0,14627
5928,15645,1,37.0,13765
5930,16152,0,57.0,18231
5933,16115,1,52.0,14756
5934,15674,0,42.0,12760
5944,15674,1,42.0,21700
5950,15810,0,32.0,18320
5956,15810,0,32.0,12358
5957,16115,0,52.0,19345
5958,16152,0,57.0,14682
5959,15674,0,42.0,21984
5964,16166,0,21.0,15872
5965,12910,4,52.0,13526
5968,16152,0,57.0,19365
5971,16166,0,21.0,20054
5979,16166,0,21.0,15585
5981,15810,0,32.0,14488
5985,16771,3,62.0,12886
5986,15838,0,47.0,19648
5987,15919,2,27.0,19471
5989,15919,0,27.0,19552
5990,16152,0,57.0,20138
5992,15838,0,47.0,20187
5994,18877,4,42.0,20043
5995,15838,0,47.0,15821
6002,15645,0,37.0,13741
6003,15838,1,47.0,13131
6004,11126,30,42.0,10770
6006,16771,0,62.0,13672
6007,12396,6,52.0,20449
6009,16152,0,57.0,14689
6015,15674,0,42.0,22811
6018,15810,1,32.0,13018
6024,15674,2,42.0,16459
6027,15674,9,42.0,15847
6028,15645,0,37.0,15327
6030,15674,0,42.0,20720
6036,15810,0,32.0,16522
6037,16166,0,21.0,11079
6038,15838,0,47.0,12330
6039,15919,0,27.0,19013
6041,18405,1,62.0,22728
6044,15838,2,47.0,21790
6053,15838,6,47.0,13064
6056,16115,1,52.0,22160
6057,15810,0,32.0,10722
6060,12506,24,47.0,13713
6062,17196,0,67.0,15243
6064,15965,4,37.0,17671
6066,22342,4,62.0,20137
6071,15810,3,32.0,14591
6080,15122,8,42.0,14564
6081,15645,1,37.0,17259
6083,16166,0,21.0,18097
6096,15645,1,37.0,20390
6099,15810,1,32.0,23630
6100,15645,2,37.0,13623
6104,15645,1,37.0,20949
6106,15674,0,42.0,18849
6107,16115,0,52.0,20863
6111,19289,3,16.0,18787
6112,15645,0,37.0,16090
6116,16166,0,21.0,14385
6117,15645,0,37.0,18648
6127,16115,1,52.0,17104
6129,16115,3,52.0,11862
6132,15810,0,32.0,14130
6137,15645,1,37.0,15728
6141,15919,0,27.0,14049
6142,15645,2,37.0,13845
6144,15674,0,42.0,11267
6150,15645,0,37.0,27511
6155,15674,7,42.0,15477
6157,16115,0,52.0,15070
6158,16115,0,52.0,20140
6160,15645,2,37.0,13411
6163,15674,1,42.0,11336
6169,15674,0,42.0,21544
6170,15849,10,57.0,15448
6173,16115,0,52.0,17525
6174,15645,0,37.0,14475
6176,15919,0,27.0,14622
6177,15645,1,37.0,11440
6184,15674,0,42.0,12960
6187,15674,2,42.0,15233
6188,18445,7,52.0,20551
6189,15674,2,42.0,14891
6191,15919,0,27.0,21933
6192,16115,0,52.0,19476
6199,16166,1,21.0,19703
6201,15645,0,37.0,19939
6203,16115,1,52.0,22522
6208,15645,0,37.0,23295
6217,16166,0,21.0,12376
6220,16166,0,21.0,23962
6222,15838,0,47.0,14445
6224,15645,0,37.0,20973
6225,15838,0,47.0,11183
6232,15810,0,32.0,20547
6237,15674,0,42.0,13503
6238,15674,1,42.0,12814
6239,15838,0,47.0,14412
6241,15810,0,32.0,15561
6242,15645,4,37.0,10830
6246,15810,2,32.0,16398
6250,15645,2,37.0,12789
6257,15810,0,32.0,15402
6258,15919,1,27.0,17401
6261,15810,0,32.0,15259
6263,16152,0,57.0,14116
6268,16166,0,21.0,20416
6269,14419,2,52.0,15582
6273,15674,0,42.0,21286
