2013-08-17,VERTLERAID-XCDELAVALLEE
2013-08-18,IRONMAN70.3TIMBERMAN
2013-08-18,IRONMANMONT-TREMBLANT
2013-08-18,THOUSANDISLANDTRIATHLON/DUATHLONANDRELAY
2013-08-18,VERTLERAID-XCDELAVALLEE
2013-08-24,MUDHERO
2013-08-24,TORONTOWOMENS10K&5K
2013-08-24,TRIATHLONSAINTE-ADELE
2013-08-25,CORNWALLTRIATHLON
2013-08-25,EDMONTONMARATHON
2013-08-25,IRONMANCANADA
2013-08-25,IRONMANLOUISVILLE
2013-08-25,LAVALSEDESCOUREURS
2013-08-25,MARATHONDESDEUXRIVESLÉVIS-QUÉBEC
2013-08-25,MULTISPORTCANADATRIATHLONSERIESTORONTOISLAND
2013-08-25,TRIATHLONDEVALLEYFIELD
2013-08-25,VERTLERAID-RAIDBRAS-DU-NORD
2013-08-31,CANADIANIRON226TRIATHLONDUATHLONANDRELAYS
2013-08-31,SUBARUGUELPHLAKEIITRIATHLONANDDUATHLON
2013-08-31,THECANADIANMARATHONHALFMARATHON8KMAND3KMRUNS
2013-09-02,DEFIPOPULAIRECOURSE/DUATHLON/TRIATHLONLAVALLEEDURICHELIEU
2013-09-07,DEFIJEBOUGE
2013-09-07,LEPENTATHLONDEVICTORIAVILLE
2013-09-07,TRIATHLONESPRITDEMONTREAL
2013-09-07,ULTRA-TRAILHARRICANADECHARLEVOIX
2013-09-08,B&OYORKVILLERUN
2013-09-08,CANMOREROCKYMOUNTAINHALFMARATHON
2013-09-08,DEMI-MARATHONGRANBY
2013-09-08,IRONMAN70.3MUSKOKA
2013-09-08,IRONMAN70.3WORLDCHAMPIONSHIP
2013-09-08,RUNFORTHEANIMALS
2013-09-14,CYCLOLA*MONTREALAISE
2013-09-14,DUATHLONSAINT-SAUVEUR
2013-09-14,GRANFONDONIAGARAFALLS
2013-09-15,LAGRANDEVADROUILLE
2013-09-21,DEFIVELOMAG
2013-09-21,OASISZOORUN
