GuelphLakeISubaruTriathlon,5150TRIATHLON
HINTONBURGCENTENNIAL5K,5KM
Harry'sSpringRunOff,5KM
Harry'sSpringRunOff,8KM
HeatherSaaltinkMemorialRun,10KMRUN
HeatherSaaltinkMemorialRun,10KRUN
HeatherSaaltinkMemorialRun,5KMRUN
HeatherSaaltinkMemorialRun,5KRUN
Ho`alaSwim,2.4MILESWIM
HobbleGobblePredictionRun,SHORTCOURSE-BYPREDICTION
HobbleGobblePredictionRun,SHORTCOURSE-BYTIME
HonoluluMarathon,MARATHON
IRONMAN70.3Chattanooga,INDIVIDUAL
IRONMANWisconsin,INDIVIDUAL
IntertrustCaymanIslandsMarathon,MARATHON
IronGirlTriforaCure,SPRINTTRIATHLON
Ironman70.3Austin,OVERALLRESULTS
Ironman70.3CaliforniaOceanside,OVERALL
Ironman70.3CaliforniaOceanside,OVERALLRESULTS
Ironman70.3Eagleman,INDIVIDUAL
Ironman70.3Eagleman,OVERALL
Ironman70.3Florida,INDIVIDUAL
Ironman70.3Hawaii,OVERALL
Ironman70.3Miami,70.3RESULTS
Ironman70.3Miami,OVERALLRESULTS
Ironman70.3Mont-Tremblant,INDIVIDUEL
Ironman70.3Monterrey,INDIVIDUALRESULTS
Ironman70.3Monterrey,IRONMAN70.3MONTERREYRESULTS
Ironman70.3Mooseman,OVERALL
Ironman70.3Muskoka,INDIVIDUALRESULTS
Ironman70.3Muskoka,OVERALL
Ironman70.3Muskoka,OVERALLRESULTS
Ironman70.3PoconoMountains,OVERALLRESULTS
Ironman70.3Princeton,70.3RESULTS
Ironman70.3PuertoRico,OVERALL
Ironman70.3Raleigh,OVERALL
Ironman70.3RhodeIsland,OVERALLRESULTS
Ironman70.3SanJuan,OVERALLRESULTS
Ironman70.3St.George,OVERALL
Ironman70.3Steelhead,OVERALLRESULTS
Ironman70.3Syracuse,70.3RESULTS
Ironman70.3Syracuse,OVERALL
Ironman70.3Texas,OVERALL
Ironman70.3Timberman,70.3RESULTS
Ironman70.3Timberman,INDIVIDUAL
Ironman70.3Timberman,IRONMAN70.3
Ironman70.3Timberman,OVERALLRESULTS
Ironman70.3WorldChampionship,OVERALLRESULTS
IronmanArizona,OVERALLRESULTS
IronmanBoulder,OVERALLRESULTS
IronmanCalgary70.3,OVERALLRESULTS
IronmanCanada,INDIVIDUAL
IronmanCanada,OVERALL
IronmanCanada,OVERALLRESULTS
IronmanCozumel,OVERALL
IronmanFlorida,OVERALLRESULTS
IronmanFlorida70.3,OVERALLRESULTS
IronmanLakePlacid,INDIVIDUALRESULTS
IronmanLakePlacid,OVERALL
IronmanLakePlacid,OVERALLRESULTS-FULL140.6DISTANCE
IronmanLakePlacid,OVERALLRESULTS-SHORTENEDRACE
IronmanLonestar70.3,OVERALL
IronmanLosCabos,IRONMANLOSCABOSRESULTS
IronmanLouisville,OVERALL
IronmanLouisville,OVERALLRESULTS
IronmanMaryland,OVERALLRESULTS
IronmanMont-Tremblant,OVERALL
IronmanMont-Tremblant,OVERALLRESULTS
IronmanMont-Tremblant,RESULTATS
IronmanMont-Tremblant70.3,70.3RESULTS
IronmanMont-Tremblant70.3,OVERALL
IronmanMont-Tremblant70.3,OVERALL70.3
IronmanMont-Tremblant70.3WorldChampionship,RESULTATS
IronmanMuskoka,IRONMAN
IronmanMuskoka70.3,OVERALLRESULTS
IronmanSyracuse70.3,OVERALLRESULTS
IronmanTexas,OVERALLRESULTS
IronmanU.S.Championships,OVERALLRESULTS
IronmanWorldChampionship,OVERALLRESULTS
IronmanWorldChampionship70.3,OVERALL
IronmanWorldChampionshippresentedbyGoPro,OVERALLRESULTS
IronmanandIronman70.3LosCabos,FULLIRONMANOVERALL
IslandGirlHalfMarathon,HALFMARATHON
Jordan1kmand5km,5K
K-TownTriathlonandDuathlon,LONGCOURSE
K-TownTriathlonandDuathlon,SHORTCOURSE
K-TownTriathlonandDuathlon,SHORTCOURSEDUATHLON
KRRALimestoneRaceWeekend,HALFMARATHON
KemptvilleRaceDay,10KMRUN
KingstonTriathlon,TRIATHLON
KneeKnackeringNorthShoreTrailRun,30MILES
L'EchapeeBelle,45KM
L'EchapeeBelle,80KM
L'UltimeConquête-TomeII,5KMINDIVIDUELPARTICIPATIF
LACOURSEDELAFONDATIONHOTEL-DIEU-DE-SOREL,10.5KM-COURSE
LACOURSEDELAFONDATIONHOTEL-DIEU-DE-SOREL,21KM
LACOURSEDELAFONDATIONHOTEL-DIEU-DE-SOREL,5KM-COURSE
LAFOULÉEDESPARCS,10KM
LAFOULÉEDESPARCS,1KM
LAFOULÉEDESPARCS,2KM
LAFOULÉEDESPARCS,5KM
LAGRANDEVIRÉEDESSENTIERS,10KM
LAGRANDEVIRÉEDESSENTIERS,1KM-8-9ANS
LAGRANDEVIRÉEDESSENTIERS,20KM
LAGRANDEVIRÉEDESSENTIERS,2KM-10-11ANS
LAGRANDEVIRÉEDESSENTIERS,5KM
LE10KMDEL'UNIVERSITÉLAVAL,10KM
LEDÉFIBEAUCERON,DEMI-MARATHON21.1KM
LESDÉFISDELACOURSEDUCARTON-CARTONFOLIES,10KM
LETRIATHLONDEVICTORIAVILLE,TRIATHLONOLYMPIQUE
LETRIATHLONDEVICTORIAVILLE,TRIATHLONSPRINT
LETRIATHLONDEVICTORIAVILLE,TRIATHLONSÉRIEGRANDPRIX-DEMI-FINALE
LETRIATHLONDEVICTORIAVILLE,TRIATHLONSÉRIEGRANDPRIX-FINALEA
LETRIATHLONDEVICTORIAVILLE,TRIATHLONSÉRIEGRANDPRIX-FINALEB
LaCourseDefiSantedeMortagne,5KM
LaFouleedesParcs,10KM
LaFouleedesParcs,1KM
LaFouleedesParcs,2KM
LaFouleedesParcs,2KM(AVECPOUSETTE)
LaFouleedesParcs,5KM
LaFouleedesParcs,5KMPOUSSETTES
LaGrandeCourse,10KM
LaGrandeCourse,21KM
LaGrandeVadrouille,10KM
LaGrandeVadrouille,2KM
LaGrandeVadrouille,5KM
LaGrandeVireedesSentiersSt-Bruno,10KM
LaGrandeVireedesSentiersSt-Bruno,1KM
LaGrandeVireedesSentiersSt-Bruno,1KMU6
LaGrandeVireedesSentiersSt-Bruno,20KM
LaGrandeVireedesSentiersSt-Bruno,5KM
LaPetiteDerniere,11KM
LaPetiteDerniere,5.5KM
LaRueedesJarrets,10KM
LaValsedescoureurs,10KM
LaValsedescoureurs,2KM
LaValsedescoureurs,5KM
LacoursedeFontainebleau,10KM
LacoursedeFontainebleau,5KMCOURSE
LastChanceTriathlon,SPRINTTRIATHLON
Le21kmBoutiqueCourir,10KM
Le21kmBoutiqueCourir,5KM
Le21kmBoutiqueCourir,DEMIMARATHON
Le5et10kmduP'titTrainduNord,10KM
Le5et10kmduP'titTrainduNord,5KM
Le5et10kmduPtitTrainduNord,10KM
Le5et10kmduPtitTrainduNord,5KM
Le5kdesflambeaux,5KM
Le5kmEndurance,2KM
Le5kmEndurance,5KM
LeChallengeIRCM-Courirpourlavie,10KM
LeChallengeIRCM-Courirpourlavie,5KM
LeCrossDesCouleurs,11KM
LeCrossDesCouleurs,2KM
LeCrossDesCouleurs,4K
LeCrossDesCouleurs,4KM
LeCrossDesCouleurs,8KM
LeCrossdesCouleurs,11KM
LeDefiBeauceron,10KM
LeDefiBeauceron,21KM
LeDefiBeauceron,5KM
LeDefiBeauceron,7KMMARCHE
LeDefiBeauceron,DEMI-MARATHON
LeDefidesPeresNoeldelaFondationHopitalPierre-Boucher,10KM
LeDefidesPeresNoeldelaFondationHopitalPierre-Boucher,1KM
LeDefidesPeresNoeldelaFondationHopitalPierre-Boucher,5KM
LeNorvegien-CoupedesMaitresJour1,JOUR1-20KMCLASSIQUE
LeNorvegien-CoupedesmaitresJour2,COUPEDESMAITRES-POURSUITEFINALE
LeNorvegien-CoupedesmaitresJour2,JOUR2-22KMPATIN/STYLELIBRE
LePentathlondeVictoriaville,COURTEDISTANCE-INDIVIDUEL
LePentathlondeVictoriaville,CROSS-COUNTRY-2KM
LePentathlondeVictoriaville,CROSS-COUNTRY-4KM
LePentathlondeVictoriaville,CROSS-COUNTRY-8KM
LePentathlondeVictoriaville,CROSS-COUNTRY4KM
LePentathlondeVictoriaville,CROSSCOUNTRY-4KM
LePentathlondeVictoriaville,CROSSCOUNTRY-8KM
LePentathlondeVictoriaville,LONGUEDISTANCE-INDIVIDUEL
LePentathlondeVictoriaville,PENTATHLONVOLETINDIVIDUEL-COURTEDISTANCE
LePentathlondeVictoriaville,PENTATHLONVOLETINDIVIDUEL-LONGDISTANCE
LePentathlondeVictoriaville,PENTATHLONVOLETINDIVIDUEL-SHORTDISTANCE
LeTourdelaPointe,10KM
LeTourdelaPointe,3KM
LeTourdelaPointe,5KM
Letourdel'horloge,5KM
Letourdel'horloge,8KM
LexisNexisIRONMAN70.3Raleigh,INDIVIDUAL
LimestoneHalf-Marathonand5km,HALFMARATHON
LindsayMilkRun,10K
LindsayMilkRun,10KM
LindsayMilkRun,5KMRUN-WALK
LoppetVikingdeMorin-Heights,JACKWAHLBERG20KMCLASSIQUE
LoppetVikingdeMorin-Heights,JANNORDSTROM10KMCLASSIQUE
LoppetVikingdeMorin-Heights,SMITH-JOHANNSEN33KMCLASSIQUE
MECOttawaTriathlonSprint,TRIATHLONSPRINT
MECOttawarace1-TheSpringFlyer,10MILES
MECOttawarace2-Dad'sDayDash,5KM
MECOttawarace2-Dad'sDayDash,HALFMARATHON
MECOttawarace3-Heggtveit’sRevengeTRAIL,5KM
MECOttawarace3-Heggtveit’sRevengeTRAIL,9KM
MECOttawarace4-TheMECGatineauParkTrailRaces,20KM
MECOttawarace4-TheMECGatineauParkTrailRaces,30KM
MECOttawarace4-TheMECGatineauParkTrailRaces,50KM
ManitobaMarathon,HALFMARATHON
ManitobaMarathon,MARATHON
Marathon Oasis Rock 'n' Roll de Montreal,1 km - P'tit Marathon
Marathon Oasis Rock 'n' Roll de Montreal,10 km
Marathon Oasis Rock 'n' Roll de Montreal,5 km
Marathon Oasis Rock 'n' Roll de Montreal,Demi-Marathon
Marathon Oasis Rock 'n' Roll de Montreal,Marathon
Marathon Oasis Rock ‘n’ Roll de Montréal,10 km
Marathon Oasis Rock ‘n’ Roll de Montréal,5 km Sports Experts
Marathon Oasis Rock ‘n’ Roll de Montréal,Demi-Marathon
Marathon Oasis Rock ‘n’ Roll de Montréal,Marathon
Marathon Oasis Rock ‘n’ Roll de Montréal,P'tit Marathon 1 km Tel-Jeunes
Marathon Oasis de Montreal,10 km
Marathon Oasis de Montreal,10km
Marathon Oasis de Montreal,1km P'tit Marathon
Marathon Oasis de Montreal,5 km Sports Experts
Marathon Oasis de Montreal,5km Sports Experts
Marathon Oasis de Montreal,Demi-Marathon
Marathon Oasis de Montreal,Marathon
MarathonOasisRock'n'RolldeMontreal,10KM
MarathonOasisRock'n'RolldeMontreal,1KM-P'TITMARATHON
MarathonOasisRock'n'RolldeMontreal,5KM
MarathonOasisRock'n'RolldeMontreal,DEMI-MARATHON
MarathonOasisRock'n'RolldeMontreal,MARATHON
MarathonOasisRock‘n’RolldeMontréal,10KM
MarathonOasisRock‘n’RolldeMontréal,5KMSPORTSEXPERTS
MarathonOasisRock‘n’RolldeMontréal,DEMI-MARATHON
MarathonOasisRock‘n’RolldeMontréal,MARATHON
MarathonOasisRock‘n’RolldeMontréal,P'TITMARATHON1KMTEL-JEUNES
MarathonOasisdeMontreal,10KM
MarathonOasisdeMontreal,1KMP'TITMARATHON
MarathonOasisdeMontreal,1KMPTITMARATHON
MarathonOasisdeMontreal,5KMSPORTSEXPERTS
MarathonOasisdeMontreal,DEMI-MARATHON
MarathonOasisdeMontreal,MARATHON
MarathonSSQLévis-Québec,10KM
MarathonSSQLévis-Québec,10KMOASIS
MarathonSSQLévis-Québec,COURSEDESJEUNESTANGUAY
MarathonSSQLévis-Québec,DEMI-MARATHON
MarathonSSQLévis-Québec,MARATHON
MarathondeRIMOUSKI,10KM
MarathondeRIMOUSKI,5KM
MarathondeRIMOUSKI,DEMIMARATHON
MarathondeRIMOUSKI,MARATHON
MarathondeRimouski,10KM
MarathondeRimouski,"21,1KM"
MarathondeRimouski,21.1KM
MarathondeRimouski,"4,2KM"
MarathondeRimouski,4.2KM
MarathondeRimouski,42.2KM
MarathondeRimouski,DEMI-MARATHON
MarathondeRimouski,MARATHON
MarathondesDeuxRivesLévis-Québec,10KM
MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON
MarathondesDeuxRivesLévis-Québec,MARATHON
MarathondesÉrables,10KM
MarathondesÉrables,15KM
MarathondesÉrables,30KM
MarathondesÉrables,5KM
MarathondesÉrables,DEMI-MARATHON
MarathondesÉrables,MARATHON
Melissa'sRoadRace,10KM
Melissa'sRoadRace,21KM
Melissa'sRoadRace,22KM
MemorialHermannIRONMANNorthAmericanChampionshipTexas,INDIVIDUAL
Mercedes-Benz10K,10K
Mercedes-Benz10K,10KMRUN
Mercedes-BenzOakville10k,MERCEDES-BENZOAKVILLE10K
MetConBlueAdventureRace,5K
MikeCollingwoodMeechLakeTriathlon,TRIATHLON
MiltonSubaruTriathlon,SPRINTTRIATHLON
MississaugaMarathonRaces,10KM
MississaugaMarathonRaces,AMJCAMPBELLFULLMARATHON
MississaugaMarathonRaces,FULLMARATHON
MississaugaMarathonRaces,HALFMARATHON
MississaugaMarathonRaces,HALFMARATHONRUN
MississaugaMarathonRaces,MARATHON
MississaugaMarathonRaces,MNP10KMRUN
MississaugaMarathonRaces,RECHARGEWITHMILKHALFMARATHONRUN
MontrealCIBCRunfortheCure,5KMCOURSE
MontrealCIBCRunfortheCure,5KMMARCHE
Morin-HeightsVikingLoppet,5KMRAQUETTE
Morin-HeightsVikingLoppet,JACKWAHLBERG20KMCLASSIQUE
Morin-HeightsVikingLoppet,JANNORDSTROM10KMCLASSIQUE
Morin-HeightsVikingLoppet,SMITH-JOHANNSEN33KMCLASSIQUE
MudHero,6KMOVERALLRESULTS
MudHeroHalifax,6KMOBSTACLECOURSE
MudHeroHalifax,OVERALL
MudHeroMontreal,6KM
MudHeroMontreal,6KMMUDRUNANDOBSTACLECOURSE
MudHeroMontreal,6KMOBSTACLECOURSE
MudHeroOttawa,6KM
MudHeroOttawa,6KMOBSTACLECOURSEANDMUDRUN
MudHeroOttawa,6KOBSTACLECOURSE
MudHeroToronto,6KMOBSTACLECOURSE
MudHeroTorontoNorth,6KMOBSTACLECOURSE
MultiSportCanadaTriathlonSeriesBinbrook,TRIATHLON
MultiSportCanadaTriathlonSeriesBracebridge,OLYMPICTRIATHLON
MultiSportCanadaTriathlonSeriesCobourg,OLYMPICDISTANCETRIATHLON
MultiSportCanadaTriathlonSeriesTorontoIsland,SPRINTDUATHLON
MultiSportCanadaTriathlonSeriesTorontoIsland,SPRINTTRIATHLON
"MultiSportCanadaTriathlonSeriesWellandTri,Du&Give-It-A-Tri",LONGCOURSETRIATHLON
MultiSportCanadaTriathlonSeriesWellandTri/Du&Give-It-A-Tri,GIVE-IT-A-TRI
MultiSportCanadaTriathlonSeriesWellandTri/Du&Give-It-A-Tri,HALFIRONDISTANCETRIATHLON
MultiSportCanadaTriathlonSeriesWellandTri/Du&Give-It-A-Tri,HALFIRONTRIATHLON
MultiSportCanadaTriathlonSeriesWellandTri/Du&Give-It-A-Tri,HALFTRIATHLON
MultisportCanada:NiagaraFallsBarrelmanTriathlon,BARRELMANHALFIRONTRIATHLON
MultisportCanadaTriathlonSeriesLakeside,OLYMPICTRIATHLON
MuskokaRocks5&10K,UPS10KM
NationalCapital5and10kmRun,10KM
NationalCapital5and10kmRun,5KM
NationalCapital5and10kmRun&WylieRyanKidsSurfnTurf,10KM
NationalCapitalTriathlonDuathlonandRelays,OLYMPICTRIATHLON
NationalCapitalTriathlonDuathlonandRelays,SPRINTTRIATHLON
NationalCapitalTriathlonDuathlonandRelays,SUPERSPRINTTRIATHLON
NiagaraFallsInternationalMarathon,AUTOVALUEHYUNDAIHALF-MARATHONRUN
NiagaraFallsInternationalMarathon,HALFMARATHON
NiagaraFallsInternationalMarathon,MARATHON
NiagaraFallsWomen'sHalfMarathon,HALFMARATHON
NiagaraFallsWomen'sHalfMarathon,HALFMARATHONRUN
NikeWomen'sMarathon,MARATHON
NorthFaceEnduranceChallenge,5K
NorthFaceEnduranceChallenge,GORE-TEX50MILE
NorthFaceEnduranceChallenge,HALFMARATHON
NorthFaceEnduranceChallenge-NortheastRegional,50MILES
NutrienceOakvilleHalf-Marathonand10Km,NUTRIENCEHALFMARATHON
NutrienceOakvilleHalf-Marathonand10Km,NUTRIENCEHALFMARATHONRUN
OasisZooRun,10KM
OasisZooRun,10KMRUN
OasisZooRun10kRun5kRun,10KM
OkaDuathlon,DUATHLON
OkaRoadRace,10KCOURSE
OkaRoadRace,10KM
OkaRoadRace,1KCOURSE
OkaRoadRace,5KCOURSE
OkaRoadRace,5KM
OkaRoadRace,DEMI-MARATHON
OkaRoadRace,HALFMARATHON
OkaSkiMarathon,10KMSTYLELIBRE
OkaSkiMarathon,42KMSTYLELIBRE
OrilliaSUBARUTRIATHLON,SPRINTTRIATHLON
OttawaBeatBeethoven,8KM
OttawaBeatBeethoven,8KMRUN
OttawaBeatBeethoven,HALFMARATHON
OttawaBicycleClubGrandPrix,SENIORMEN3
OttawaCraftBeerRun,5KM
OttawaEarlyBirdTriathlon,SPRINTTRIATHLON
OttawaEarlyBirdTriathlon,SUPERSPRINTTRIATHLON
OttawaEarlyBirdTriathlonandDuathlon,LONGTRIATHLON
OttawaEarlyBirdTriathlonandDuathlon,LONGTRIATHON
OttawaEarlyBirdTriathlonandDuathlon,SPRINTTRIATHLON
OttawaEarlyBirdTriathlonandDuathlon,SUPERSPRINTTRIATHLON
OttawaFallColoursMarathon,10.5KM
OttawaFallColoursMarathon,FULLMARATHON
OttawaFallColoursMarathon,HALFMARATHON
OttawaFallColoursMarathonEvents,10KM
OttawaFallColoursMarathonEvents,5KM
OttawaFallColoursMarathonEvents,FULLMARATHON
OttawaFallColoursMarathonEvents,HALFMARATHON
OttawaFallColoursMarathonEvents,MARATHON
OttawaFallColoursMarathonEvents,TURKEYCHALLENGE
OttawaPhysioRace,10KM
OttawaRaceWeekend,10KM
OttawaRaceWeekend,2KM
OttawaRaceWeekend,5KM
OttawaRaceWeekend,HALFMARATHON
OttawaRaceWeekend,HTGSPORTS5K
OttawaRaceWeekend,MARATHON
OttawaRaceWeekend,OTTAWA10K
OttawaRaceWeekend,OTTAWA2K
OttawaRaceWeekend,OTTAWAHALF-MARATHON-DEMI-MARATHON
OttawaRaceWeekend,OTTAWAMARATHON
OttawaRiverTriathlon,OLYMPICDUATHLON
OttawaRiverTriathlon,SPRINTTRIATHLON
OttawaRiverTriathlon&Duathlon,LONGCOURSEDUATHLON
OttawaRiverTriathlon&Duathlon,SPRINTTRIATHLON
OttawaRunforPalestine,5KM
OttawaStPatrick'sDayRun,10KM
OttawaStPatrick'sDayRun,5KM
OurHospitalWalk-Run,8KMWALK/RUN
PearsonRunwayRun,5KM
Pentathlondesneiges,DEFICOURTEDISTANCE-SOLO
Pentathlondesneiges,DEFILONGUEDISTANCE-SOLO
Pentathlondesneiges,DÉFICOURTEDISTANCEMERRELL-SOLO
Pentathlondesneiges,SKIATHLON-2X6KMSOLO
PrideandRemembranceRun,5KM
PuertoRicoMarathonandHalfMarathon,MARATHON
QueenCityMarathon,MARATHON
QuébecITUTriathlonHiver,PATIN-MARATHON25KM
QuébecITUTriathlonHiver,TRIATHLOND'HIVER-GROUPESD'ÂGES
QuébecITUTriathlond'Hiver,GROUPESD'ÂGES
RAIDVÉLOMAG-VÉLIRIUM,30KM
RAIDVÉLOMAG-VÉLIRIUM,33KM
RAIDVÉLOMAG-VÉLIRIUM,60KM
RBCGranFondoCanadaWhistler,GRANFONDO-122KM
RaceRosterSpringRunOff,5KM
RaceRosterSpringRunOff,5KM-KILLTHEHILLCHALLENGE
RaceRosterSpringRunOff,8KM
RaceRosterSpringRunOff,8KM-KILLTHEHILLCHALLENGE
RattleMeBones,5KMFUNNYBONE
RattlemeBones5and10km,10KMWISHBONE
RattlemeBones5and10km,5KMFUNNYBONE
RattlemeBones5and10km,FUNNYBONERUN5K
RattlemeBones5and10km,WISHBONERACE10K
RendezvousauDIX30,10KM
RendezvousauDIX30,5KM
RiRaSanta5K,5KMRUN/WALK
RunWalk4PatrickFamilyFest,10KM
RunWalk4PatrickFamilyFest,HALFMARATHON
RunforReach,VITTORIATRATTORIAHALFMARATHON
RunforRetina,10KM
RunforRetina,HALFMARATHONRUN
RunforRetina,SISKINDSHALFMARATHONRUN
RunfortheGrapesHalf-marathonand5Kmrun,HALFMARATHON
RunfortheToad,25KM
Runfortheanimals,5K
RuntoendMS,HALFMARATHON
RuntoendMS,MARATHON
"RuntoendMSHalf-Marathon,5kmand10km",10KM
"RuntoendMSHalf-Marathon,5kmand10km",5KM
"RuntoendMSHalf-Marathon,5kmand10km",HALF-MARATHON
"RuntoendMSHalf-Marathon,5kmand10km",HALFMARATHON
SaskatchewanCreditUnionsQueenCityMarathon,RUNNINGROOM21.1KRUN
SaskatchewanCreditUnionsQueenCityMarathon,SASKATCHEWANCREDITUNIONS42.2KRUN
SaskatchewanMarathon,HALFMARATHON
SaskatchewanMarathon,MARATHON
SaundersSubaruVictoriaTriathlon,HALFIRON
ScotiabankBlueNoseMarathon,5KM
ScotiabankBlueNoseMarathon,GOODLIFEFITNESS10K
ScotiabankBlueNoseMarathon,GOODLIFEFITNESS10KM
ScotiabankBlueNoseMarathon,HALFMARATHON
ScotiabankBlueNoseMarathon,JOHNSON5KM
ScotiabankBlueNoseMarathon,MARATHON
ScotiabankBlueNoseMarathon,RECHARGEWITHMILKHALFMARATHON
ScotiabankBlueNoseMarathon,SCOTIABANKFULLMARATHON
ScotiabankCanadaDayRoadRaces,10K
ScotiabankCanadaDayRoadRaces,10KM
ScotiabankCanadaDayRoadRaces,5K
ScotiabankCanadaDayRoadRaces,5KM
ScotiabankTorontoWaterfrontMarathon,5KM
ScotiabankTorontoWaterfrontMarathon,HALFMARATHON
ScotiabankTorontoWaterfrontMarathon,MARATHON
ScotiabankVancouverHalfMarathon,HALFMARATHON
ScotiabankVancouverHalfMarathon&5k,HALFMARATHON
SeaWheezeHalfMarathon,HALFMARATHON
Self-TranscendenceTriathlon/Duathlon,DUATHLON
SmithFallsSpringFlingRunningThing,HALFMARATHON
SmithsFallsClassicTriathlon/Duathlon&Relay,SPRINTTRIATHLON
SouthCoastMarathon,MARATHON
SouthOttawaRaceDay,HALFMARATHON
SouthOttawaRaceDayHalfMarathon,HALFMARATHON
SportingLife10K,10KM
SportingLife10KOttawa,10KM
SportingLife10KToronto,10KM
SportingLife10k,10KM
Sports4Emilie'sRun,HALFMARATHON
Sports4Emilie’sRun,5KM
StPatricksDayRace,10KM
StPatricksDayRace,5KM
SubaruGuelphLakeIITriathlonandDuathlon,SPRINTTRIATHLON
SubaruGuelphLakeIITriathlonandDuathlon,TRYATRI
SubaruGuelphLakeISprintTriathlon&Duathlon,SPRINTDUATHLON
SubaruGuelphLakeISprintTriathlon&Duathlon,TRYATRI
SubaruGuelphLakeITriathlon&Duathlon,OLYMPICTRIATHLON
SubaruIronman70.3Victoria,INDIVIDUAL
SubaruMiltonTriathlon,SPRINTTRIATHLON
SubaruMuskokaTriathlonandDuathlon,5150TRIATHLON
SubaruPeterboroughTriathlonandDuathlon,HALFIRONTRIATHLON
SubaruVictoria'sDuathlon,DUATHLON
SurreyInternationalMusicMarathon,HALFMARATHON
SydenhamLakesideTriathlonandDuathlon,SUPERSPRINTTRIATHLON
THECOUNTYMARATHON,FULLMARATHON
THECOUNTYMARATHON,RE/MAXQUNITEHALFMARATHON
TORONTOISLANDTRIATHLON,SPRINTTRIATHLON
TORONTOWOMEN'SHALFMARATHON&5K,5KM
TORONTOWOMEN'SHALFMARATHON&5K,HALFMARATHONCHANGEDTO12.3K
TRIATHLONACADEMIESAINTE-THERESE,TRIATHLONOLYMPIQUE
TRIATHLONACADEMIESAINTE-THERESE,TRIATHLONSPRINT
TRIATHLONDUFJORD,TRIATHLONOLYMPIQUE
TamarackOttawaRaceWeekend,HTGSPORTS5K
TamarackOttawaRaceWeekend,LOWERTOWNBREWERYOTTAWA10K
TamarackOttawaRaceWeekend,OTTAWA10K
TamarackOttawaRaceWeekend,OTTAWA2K
TamarackOttawaRaceWeekend,OTTAWA5K
TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON
TamarackOttawaRaceWeekend,OTTAWAMARATHON
TamarackOttawaRaceWeekend,OTTAWAMARATHON-SHORTENEDRACE
TamarackOttawaRaceWeekend,SCOTIABANKOTTAWAHALFMARATHON
TamarackOttawaRaceWeekend,SCOTIABANKOTTAWAMARATHON
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,8KM
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,FULLMARATHON
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,HALFMARATHON
TheCanadianMarathonHalfMarathon8kmand3kmRuns,THECANADIANEVENINGHALF-MARATHON
TheCountyMarathon,FULLMARATHON
TheCountyMarathon,HALFMARATHON
TheCountyMarathon,MARATHON
TheFriendlyMasseyMarathon,HALFMARATHON
TheFriendlyMasseyMarathon,MARATHON
TheNorthFaceEnduranceChallengeOntario-Trail,50K
TheNorthFaceEnduranceChallengeOntario-Trail,GORE-TEX80K
TheNorthFaceEnduranceChallengeOntario-Trail,HALFMARATHON
TheNorthFaceEnduranceChallengeOntario-Trail,MARATHON
TheNorthFaceUltra-TrailHarricanaduCanada,10KM-SAIL
TheNorthFaceUltra-TrailHarricanaduCanada,28KM-MOMENTUMTECHNOLOGIES
TheNorthFaceUltra-TrailHarricanaduCanada,65KM-VALEURSMOBILIÈRESDESJARDINS
TheNorthFaceUltra-TrailHarricanaduCanada,80KM(50MILES)
TheRunforGrapes1/2Marathon&amp;5kmRun,HALFMARATHON
ThousandIslandTriathlon/DuathlonandRelay,OLYMPICTRIATHLON
ThousandIslandTriathlon/DuathlonandRelay,SPRINTTRIATHLON
ThousandIslandTriathlon/DuathlonandRelay,SUPERSPRINTTRIATHLON
TimHortonsCasablancaClassic8&3K,8KMRUN
TimHortonsGrimsbyHalfMarathonandFamilyDay10K&3K,HALFMARATHON
Timberman70.3,INDIVIDUAL
TimbermanSprintTriathlon,TRIATHLON
TimbermanTriathlon,SPRINTTRIATHLON
TimbermanTriathlon,TIMBERMANSPRINTTRIATHLON
TorontoInternationalTenMilerand5K,10MILES
TorontoPearsonRunwayRun,5K
TorontoPearsonRunwayRun,5KM
TorontoWaterfront10,10KM
TorontoWomen's10k&5k,10KMRUN/WALK
TorontoWomen's8K/5K,8KM
TorontoWomen'sHalfMarathon&5K,HALFMARATHON
TorontoWomens10K&5K,10KM
TorontoYongeStreet10K,10KM
TorontoYongeStreet10K,10KMRUN
TorontoYongeStreet10k,10KM
ToughmanTupperLakeTinman,SPRINTTRIATHLON
ToughmanTupperLakeTinman,TINMANTRIATHLON
TourdelaBaie,21.1KM
TourdelaPointe,3KM
TourdelaPointe,5KM
TourduCapTourmente,10KMCOURSE
TourduCapTourmente,DEMI-MARATHON
TourduCapTourmenteSimard,10KM
TourduCapTourmenteSimard,21.1KM
TourduLacBrome,10KMROUTE
TourduLacBrome,1KMP'TITMARATHON
TourduLacBrome,20KMROUTE
TourduLacBrome,"22,2KMCHEMINDECAMPAGNE"
TourduLacBrome,22.2KMCHEMINDECAMPAGNE
TourduLacBrome,5KMROUTE
TourduLacBrome,9KMTRAIL
TourduLacBrome,CHALLENGEMARATHON
TourduLacBromeMerrell,10KM
TourduLacBromeMerrell,20KM
TourduLacBromeMerrell,22.2KM
TourduLacBromeMerrell,5KM
TourduLacBromeMerrell,9KM-TRAIL
